C601,C003,R027-0501,R027-0502,R027-0503,R027-0504,R027-0505,R027-0506
2024,P230010001,NA,NA,NA,NA,NA,NA
2024,P230080001,NA,NA,NA,NA,NA,NA
2024,P230090001,NA,NA,NA,NA,NA,NA
