C601,C003,R027-0301,R027-0302,R027-0303,R027-0304,R027-0305,R027-0306
2024,P230010001,NA,NA,NA,10260,NA,"22,000"
2024,P230080001,NA,NA,NA,NA,NA,8000
2024,P230090001,NA,NA,NA,NA,NA,NA
,,,,,,,
