C601,C602,C002,C305,C102,R014-0101
2024,P10,P13049,P04,P01,36
2024,P10,P13050,P04,P01,125
2024,P10,P13051,P04,P01,1228
2024,P10,P13051,P04,P02,3
2024,P10,P13052,P04,P01,312
2024,P10,P13052,P04,P02,1
2024,P10,P13053,P04,P01,12
2024,P10,P13054,P04,P01,270
2024,P10,P13055,P04,P01,57
2024,P10,P13056,P04,P01,245
2024,P10,P13057,P04,P01,96
2024,P10,P13058,P04,P01,122
2024,P10,P13059,P04,P01,174
2024,P10,P13060,P04,P01,24
2024,P10,P13061,P04,P01,344
2024,P10,P13061,P04,P02,1
2024,P10,P13062,P04,P01,17
2024,P10,P13063,P04,P01,813
2024,P10,P13063,P04,P02,2
2024,P10,P13064,P04,P01,97
2024,P10,P13065,P04,P01,59
2024,P10,P13066,P04,P01,47
2024,P10,P13067,P04,P01,290
2024,P10,P13068,P04,P01,18
2024,P10,P13069,P04,P01,2298
2024,P10,P13069,P04,P02,4
2024,P10,P13070,P04,P01,53
2024,P10,P13071,P04,P01,17
2024,P10,P13072,P04,P01,75
2024,P10,P13073,P04,P01,28
2024,P10,P13074,P04,P01,132
2024,P10,P13075,P04,P01,142
2024,P10,P13076,P04,P01,1723
2024,P10,P13077,P04,P01,950
2024,P10,P13077,P04,P02,25
2024,P10,P13079,P04,P01,6
2024,P10,P13080,P04,P01,7
2024,P10,P13081,P04,P01,18
2024,P10,P13082,P04,P01,143
2024,P10,P13083,P04,P01,738
2024,P10,P13084,P04,P01,204
2024,P10,P13084,P04,P02,1
2024,P10,P14001,P04,P01,46
2024,P10,P14002,P04,P01,96
2024,P10,P14003,P04,P01,186
2024,P10,P14004,P04,P01,44
2024,P10,P14005,P04,P01,45
2024,P10,P14006,P04,P01,403
2024,P10,P14007,P04,P01,71
2024,P10,P14008,P04,P01,387
2024,P10,P14009,P04,P01,201
2024,P10,P14010,P04,P01,23
2024,P10,P14011,P04,P01,31
2024,P10,P14012,P04,P01,26
2024,P10,P14013,P04,P01,257
2024,P10,P14014,P04,P01,35
2024,P10,P14015,P04,P01,575
2024,P10,P14016,P04,P01,146
2024,P10,P14017,P04,P01,77
2024,P10,P14018,P04,P01,294
2024,P10,P14019,P04,P01,24
2024,P10,P14020,P04,P01,95
2024,P10,P14021,P04,P01,201
2024,P10,P14022,P04,P01,357
2024,P10,P14023,P04,P01,470
2024,P10,P14023,P04,P02,6
2024,P10,P14024,P04,P01,287
2024,P10,P14024,P04,P02,1
2024,P10,P14025,P04,P01,100
2024,P10,P14026,P04,P01,56
2024,P10,P14027,P04,P01,67
2024,P10,P14028,P04,P01,18
2024,P10,P14029,P04,P01,100
2024,P10,P14030,P04,P01,602
2024,P10,P14030,P04,P02,3
2024,P10,P14031,P04,P01,9
2024,P10,P14032,P04,P01,67
2024,P10,P14033,P04,P01,53
2024,P10,P14034,P04,P01,35
2024,P10,P14035,P04,P01,144
2024,P10,P14036,P04,P01,118
2024,P10,P14037,P04,P01,81
2024,P10,P14038,P04,P01,24
2024,P10,P14039,P04,P01,16240
2024,P10,P14039,P04,P02,83
2024,P10,P14040,P04,P01,34
2024,P10,P14041,P04,P01,21
2024,P10,P14042,P04,P01,34
2024,P10,P14042,P04,P02,1
2024,P10,P14043,P04,P01,180
2024,P10,P14044,P04,P01,559
2024,P10,P14045,P04,P01,184
2024,P10,P14046,P04,P01,125
2024,P10,P14047,P04,P01,69
2024,P10,P14048,P04,P01,107
2024,P10,P14049,P04,P01,6
2024,P10,P14050,P04,P01,363
2024,P10,P14051,P04,P01,278
2024,P10,P14052,P04,P01,63
2024,P10,P14053,P04,P01,1934
2024,P10,P14053,P04,P02,5
2024,P10,P14054,P04,P01,62
2024,P10,P14055,P04,P01,87
2024,P10,P14057,P04,P01,29
2024,P10,P14058,P04,P01,76
2024,P10,P14059,P04,P01,552
2024,P10,P14059,P04,P02,1
2024,P10,P14060,P04,P01,32
2024,P10,P14061,P04,P01,66
2024,P10,P14062,P04,P01,5
2024,P10,P14063,P04,P01,499
2024,P10,P14064,P04,P01,96
2024,P10,P14065,P04,P01,50
2024,P10,P14066,P04,P01,305
2024,P10,P14066,P04,P02,1
2024,P10,P14067,P04,P01,2185
2024,P10,P14067,P04,P02,20
2024,P10,P14068,P04,P01,57
2024,P10,P14069,P04,P01,50
2024,P10,P14070,P04,P01,3606
2024,P10,P14070,P04,P02,7
2024,P10,P14071,P04,P01,7
2024,P10,P14072,P04,P01,42
2024,P10,P14073,P04,P01,267
2024,P10,P14073,P04,P02,1
2024,P10,P14074,P04,P01,97
2024,P10,P14075,P04,P01,28
2024,P10,P14076,P04,P01,1
2024,P10,P14077,P04,P01,171
2024,P10,P14078,P04,P01,113
2024,P10,P14079,P04,P01,43
2024,P10,P14080,P04,P01,22
2024,P10,P14081,P04,P01,55
2024,P10,P14082,P04,P01,136
2024,P10,P14083,P04,P01,567
2024,P10,P14083,P04,P02,1
2024,P10,P14084,P04,P01,76
2024,P10,P14085,P04,P01,73
2024,P10,P14086,P04,P01,97
2024,P10,P14086,P04,P02,1
2024,P10,P14087,P04,P01,36
2024,P10,P14088,P04,P01,238
2024,P10,P14088,P04,P02,1
2024,P10,P14089,P04,P01,18
2024,P10,P14090,P04,P01,115
2024,P10,P14091,P04,P01,185
2024,P10,P14092,P04,P01,62
2024,P10,P14093,P04,P01,358
2024,P10,P14093,P04,P02,6
2024,P10,P14094,P04,P01,117
2024,P10,P14094,P04,P02,3
2024,P10,P14095,P04,P01,77
2024,P10,P14096,P04,P01,97
2024,P10,P14097,P04,P01,9060
2024,P10,P14097,P04,P02,17
2024,P10,P14098,P04,P01,6818
2024,P10,P14098,P04,P02,23
2024,P10,P14099,P04,P01,55
2024,P10,P14100,P04,P01,34
2024,P10,P14101,P04,P01,6250
2024,P10,P14101,P04,P02,5
2024,P10,P14102,P04,P01,38
2024,P10,P14103,P04,P01,43
2024,P10,P14104,P04,P01,16
2024,P10,P14105,P04,P01,170
2024,P10,P14106,P04,P01,29
2024,P10,P14107,P04,P01,67
2024,P10,P14108,P04,P01,200
2024,P10,P14109,P04,P01,134
2024,P10,P14110,P04,P01,48
2024,P10,P14111,P04,P01,29
2024,P10,P14112,P04,P01,18
2024,P10,P14113,P04,P01,114
2024,P10,P14114,P04,P01,86
2024,P10,P14115,P04,P01,14
2024,P10,P14116,P04,P01,52
2024,P10,P14117,P04,P01,13
2024,P10,P14118,P04,P01,164
2024,P10,P14119,P04,P01,92
2024,P10,P14120,P04,P01,26150
2024,P10,P14120,P04,P02,69
2024,P10,P14121,P04,P01,115
2024,P10,P14122,P04,P01,32
2024,P10,P14123,P04,P01,123
2024,P10,P14124,P04,P01,345
2024,P10,P14125,P04,P01,59
2024,P10,P15001,P04,P01,260
2024,P10,P15002,P04,P01,1847
