C601,C602,R002-0201,R002-0202,R002-0203,R002-0204,R002-0205,R002-0206,R002-0207,R002-0208
2024,P01,N/A,"1,340,008.70",N/A,N/A,N/A,N/A,"25,000.00","1,894,199.00"
2024,P02,N/A,"1,367,050.52",N/A,N/A,N/A,N/A,"25,000.00",0
2024,P03,N/A,"1,337,560.47",N/A,N/A,N/A,N/A,"25,000.00",-0.01
2024,P04,N/A,"1,325,009.32",N/A,N/A,N/A,N/A,"25,000.00",0
2024,P05,N/A,"1,339,054.85",N/A,N/A,N/A,N/A,"25,000.00",0
2024,P06,N/A,"1,493,039.00",N/A,N/A,N/A,N/A,"25,000.00","4,703.00"
2024,P07,N/A,"1,402,979.10",N/A,N/A,N/A,N/A,"25,000.00","1,873,610.00"
2024,P08,N/A,"1,513,348.19",N/A,N/A,N/A,N/A,"25,000.00",0
2024,P09,N/A,"1,576,962.43",N/A,N/A,N/A,N/A,"25,000.00",0
2024,P10,N/A,0,N/A,N/A,N/A,N/A,"25,000.00",0
2024,P11,N/A,"2,986,298.47",N/A,N/A,N/A,N/A,"25,000.00",0
2024,P12,N/A,"1,557,723.08",N/A,N/A,N/A,N/A,"25,000.00",0
