C601,C602,R002-0201,R002-0202,R002-0203,R002-0204,R002-0205,R002-0206,R002-0207,R002-0208
2024,P01,0,0,23759,NA,0,0,NA,118291
2024,P02,0,0,23713,NA,0,0,NA,71619
2024,P03,0,0,23850,NA,5100,0,NA,28369
2024,P04,0,0,23850,NA,1070.21,0,NA,13853
2024,P05,0,0,23713,NA,0,0,NA,28342
2024,P06,0,0,23804,NA,0,0,NA,25335
2024,P07,0,0,23713,NA,4256.9,0,NA,33260
2024,P08,0,0,23576,NA,2415,0,NA,22879
2024,P09,0,0,23576,NA,10464.05,0,NA,23099
2024,P10,0,0,24143,NA,0,0,NA,19867
2024,P11,0,0,24286,NA,2672.41,0,NA,16862
2024,P12,0,0,24286,NA,1740.52,0,NA,17152
