C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2024,P01,NA,1540,55582,NA,NA,NA,NA,NA,0
2024,P02,NA,1760,55036,NA,NA,NA,NA,NA,0
2024,P03,NA,0,56085,NA,NA,NA,NA,NA,0
2024,P04,NA,1760,54450,NA,NA,NA,NA,NA,0
2024,P05,NA,1540,56043,NA,NA,NA,NA,NA,0
2024,P06,NA,0,54905,NA,NA,NA,NA,NA,0
2024,P07,NA,880,57096,NA,NA,NA,NA,NA,0
2024,P08,NA,1100,52633,NA,NA,NA,NA,NA,0
2024,P09,NA,1540,54252,NA,NA,NA,NA,NA,0
2024,P10,NA,1100,54282,NA,NA,NA,NA,NA,0
2024,P11,NA,0,55701,NA,NA,NA,NA,NA,0
2024,P12,NA,0,54218,NA,NA,NA,NA,NA,0
