C601,C602,R002-0301,R002-0302
2024,P01,-84927,-87795
2024,P02,-38536,-41404
2024,P03,-1234,-4180
2024,P04,17437,14226
2024,P05,5528,2920
2024,P06,5765,3794
2024,P07,-3253,-5225
2024,P08,4863,2891
2024,P09,-1347,-3318
2024,P10,11372,9400
2024,P11,11881,8751
2024,P12,11040,8724
