C601,C602,R001-0101,R001-0102,R001-0103,R001-0104,R001-0105,R001-0106,R001-0107,R001-0108,R001-0109
2024,P01,NA,NA,NA,8157717.87,NA,NA,828253.56,NA,NA
2024,P02,NA,NA,NA,6285252.15,NA,NA,2547576.47,NA,NA
2024,P03,NA,NA,NA,8678065.11,NA,NA,23476641.84,NA,NA
