C601,C602,R001-0701,R001-0702,R001-0703,R001-0704,R001-0705,R001-0706,R001-0707,R001-0708,R001-0709,R001-0710,R001-0711,R001-0712
2024,P01,"1,230,623.35",NA,"5,596,790.14",NA,NA,NA,NA,NA,NA,NA,"605,403.44","724,900.94"
2024,P02,"1,455,510.30",NA,"4,183,747.01",NA,NA,NA,NA,NA,NA,NA,"519,326.45","126,668.39"
2024,P03,"2,515,894.48",NA,"5,325,563.97",NA,NA,NA,NA,NA,NA,NA,"525,956.32","310,650.34"
