C501,C502,R022-0101,R022-0102,R022-0103,R022-0104,R022-0105,R022-0106,R022-0107,
2025,1,No aplica,No aplica,No aplica,No aplica,0,0,"$16,844,534.00",
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
