C601,C602,R002-0301,R002-0302
2024,P01,408853.47,296548.47
2024,P02,330083.72,217262.66
2024,P03,260077.8,148234.94
2024,P04,185370.96,73405.44
2024,P05,711612.76,601468.36
2024,P06,277908.32,166834.14
2024,P07,426331.39,317499.16
2024,P08,50271.59,-183551.27
2024,P09,193675.87,65588.11
2024,P10,111734.01,-16048.93
2024,P11,405682.86,274203.95
2024,P12,129414.86,-383.64
