C601,C003,R027-0501,R027-0502,R027-0503,R027-0504,R027-0505,R027-0506
2024,P110050001,NA,NA,NA,NA,NA,NA
2024,P110050045,NA,NA,NA,NA,NA,NA
2024,P110050047,NA,NA,NA,NA,NA,NA
2024,P110050051,NA,NA,NA,NA,NA,NA
2024,P110050036,NA,NA,NA,NA,NA,NA
2024,P110050022,NA,NA,NA,NA,NA,NA
2024,P110070185,NA,NA,NA,NA,NA,NA
2024,P160090001,NA,NA,NA,NA,NA,NA
2024,P201500001,NA,NA,NA,NA,NA,NA
2024,P203380001,NA,NA,NA,NA,NA,NA
2024,P203380007,NA,NA,NA,NA,NA,NA
2024,P200450008,NA,NA,NA,NA,NA,NA
2024,P201780009,NA,NA,NA,NA,NA,NA
2024,P201780006,NA,NA,NA,NA,NA,NA
2024,P200630001,NA,NA,NA,NA,NA,NA
2024,P205390002,NA,NA,NA,NA,NA,NA
2024,P205390003,NA,NA,NA,NA,NA,NA
2024,P205390001,NA,NA,NA,NA,NA,NA
2024,P200330001,NA,NA,NA,NA,NA,NA
2024,P202270002,NA,NA,NA,NA,NA,NA
