C601,C003,R027-0301,R027-0302,R027-0303,R027-0304,R027-0305,R027-0306
2024,P110050001,NA,NA,NA,6000,NA,NA 
2024,P110050045,NA,NA,NA,1202,NA,NA 
2024,P110050047,NA,NA,NA,850,NA,NA 
2024,P110050051,NA,NA,NA,601,NA,NA 
2024,P110050036,NA,NA,NA,589,NA,NA 
2024,P110050022,NA,NA,NA,348,NA,NA 
2024,P110070185,NA,NA,NA,1105,NA,NA 
2024,P160090001,NA,NA,NA,4220,NA,4010
2024,P201500001,NA,NA,NA,2424,NA,NA 
2024,P203380001,NA,NA,NA,1688,NA,NA 
2024,P203380007,NA,NA,NA,289,NA,NA 
2024,P200450008,NA,NA,NA,735,NA,NA 
2024,P201780009,NA,NA,NA,548,NA,NA 
2024,P201780006,NA,NA,NA,206,NA,NA 
2024,P200630001,NA,NA,NA,928,NA,NA 
2024,P205390002,NA,NA,NA,117,NA,NA 
2024,P205390003,NA,NA,NA,223,NA,NA 
2024,P205390001,NA,NA,NA,807,NA,NA 
2024,P200330001,NA,NA,NA,489,NA,NA 
2024,P202270002,NA,NA,NA,280,NA,NA 
