C601,C602,R002-0201,R002-0202,R002-0203,R002-0204,R002-0205,R002-0206,R002-0207,R002-0208
2024,P01,3314.65,0,986566.7,NA,0,359202.42,NA,563737.33
2024,P02,3014.65,0,893391.62,NA,17270.5,526094.18,NA,470265.06
2024,P03,3014.65,0,1058758.65,NA,0,375293.1,NA,544827.14
2024,P04,3014.65,0,978385.96,NA,45269.5,483477.17,NA,558488.72
2024,P05,9214.65,0,972713.05,NA,0,465144.82,NA,317800.55
2024,P06,14034.65,0,1010347.34,NA,0,473967.21,NA,532369.17
2024,P07,3014.65,0,1005769.62,NA,0,405362.85,NA,471499.78
2024,P08,3014.65,0,1011752.54,NA,54109,611003.06,NA,515929.65
2024,P09,19540.37,0,1005633.58,NA,96771,414281.12,NA,411066.62
2024,P10,3014.65,0,1045698.59,NA,0,602287.02,NA,481584.75
2024,P11,3014.66,0,977073.37,NA,180343.57,417248.94,NA,344314.78
2024,P12,3014.65,0,1009200.73,NA,0,663535.52,NA,640129.6
