C601,C003,R027-0201,R027-0202,R027-0203,R027-0204,R027-0205
2024,P110050001,NO,NO,SI,NO,NO 
2024,P110050045,NO,NO,SI,NO,NO 
2024,P110050047,NO,NO,SI,NO,NO 
2024,P110050051,NO,NO,SI,NO,NO 
2024,P110050036,NO,NO,SI,NO,NO 
2024,P110050022,NO,NO,SI,NO,NO 
2024,P110070185,NO,NO,SI,NO,NO 
2024,P160090001,SI,NO,SI,NO,NO 
2024,P201500001,NO,NO,SI,NO,NO 
2024,P203380001,NO,NO,SI,NO,NO 
2024,P203380007,NO,NO,SI,NO,NO 
2024,P200450008,NO,NO,SI,NO,NO 
2024,P201780009,NO,NO,SI,NO,NO 
2024,P201780006,NO,NO,SI,NO,NO 
2024,P200630001,NO,NO,SI,NO,NO 
2024,P205390002,NO,NO,SI,NO,NO 
2024,P205390003,NO,NO,SI,NO,NO 
2024,P205390001,NO,NO,SI,NO,NO 
2024,P200330001,NO,NO,SI,NO,NO 
2024,P202270002,NO,NO,SI,NO,NO 
