C601,C602,C306,C401,R015-0101,R015-0102,R015-0103,R015-0104
2024,P10,ZZZ,NA,3398543.49,5527449.418,6248847.968,0
2024,P11,ZZZ,NA,5814452.244,5489552.534,5598644.572,0
2024,P12,ZZZ,NA,4239121.178,3971192.775,8658792.036,0
