C601,C602,R001-0201,R001-0202,R001-0203,R001-0204,R001-0205,R001-0206,R001-0207,R001-0208
2023,P07,NA,NA,13873057.62,NA,NA,1353133.69,NA,746611.77
2023,P08,NA,NA,13873057.62,NA,NA,1353134.69,NA,746,612.77
2023,P09,NA,NA,13873057.62,NA,NA,1353135.69,NA,746613.77
