C601,C602,R001-0701,R001-0702,R001-0703,R001-0704,R001-0705,R001-0706,R001-0707,R001-0708,R001-0709,R001-0710,R001-0711,R001-0712
2023,P07,0,NA,4841347.65,NA,NA,NA,NA,NA,NA,NA,801243.62,367088.11
2023,P08,430106.69,NA,5288565.13,NA,NA,NA,NA,NA,NA,NA,460428.90,542834.82
2023,P09,291097.45,NA,4956238.40,NA,NA,NA,NA,NA,NA,NA,192614.75,211337.85
