C601,C602,R002-0901,R002-0902,R002-0903
2020,P01,NA,NA,NA
2020,P02,NA,NA,NA
2020,P03,NA,NA,NA
2020,P04,NA,NA,NA
2020,P05,NA,NA,NA
2020,P06,NA,NA,NA
2020,P07,NA,NA,NA
2020,P08,NA,NA,NA
2020,P09,NA,NA,NA
2020,P10,NA,NA,NA
2020,P11,NA,NA,NA
2020,P12,NA,NA,NA
