C601,C602,R002-0201,R002-0202,R002-0203,R002-0204,R002-0205,R002-0206,R002-0207,R002-0208
2020,P01,68000,201817.16,30611.35,NA,0,0,NA,221632.49
2020,P02,7430,145502.88,30611.35,NA,0,179126,NA,243205.77
2020,P03,30000,115992,30611.35,NA,0,189502,NA,69581.65
2020,P04,4500,237694.19,30611.35,NA,0,202136,NA,203073.46
2020,P05,4000,109172.01,30611.35,NA,0,237247,NA,166865.64
2020,P06,16600,256753.44,30611.35,NA,0,234808,NA,109101.21
2020,P07,4500,218920.65,30611.35,NA,0,255628,NA,135487
2020,P08,16600,403921,30611.35,NA,0,261458,NA,72362.65
2020,P09,6000,146524,30611.35,NA,0,251873,NA,21234.65
2020,P10,1963,65741,30611.35,NA,0,215393,NA,6436.65
2020,P11,270,75648,30611.35,NA,0,307383,NA,6470.65
2020,P12,0.00,34789.65,15311.35,NA,0,150354,NA,0
