C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2020,P01,NA,NA,977702.07,29708.67,NA,NA,NA,NA,NA
2020,P02,NA,NA,958546.92,32903.50,NA,NA,NA,NA,NA
2020,P03,NA,NA,1004059.59,53927.71,NA,NA,NA,NA,NA
2020,P04,NA,NA,1053136.94,37638.74,NA,NA,NA,NA,NA
2020,P05,NA,NA,1146695.57,24700.12,NA,NA,NA,NA,NA
2020,P06,NA,NA,945483.35,43851.84,NA,NA,NA,NA,NA
2020,P07,NA,NA,1114744.52,39489.78,NA,NA,NA,NA,NA
2020,P08,NA,NA,1154331.28,41646.39,NA,NA,NA,NA,NA
2020,P09,NA,NA,1174548.92,40350.99,NA,NA,NA,NA,NA
2020,P10,NA,NA,1211022.16,43725.12,NA,NA,NA,NA,NA
2020,P11,NA,NA,1240136.16,41518.24,NA,NA,NA,NA,NA
2020,P12,NA,NA,1250939.43,42287.23,NA,NA,NA,NA,NA
