C501,C502,R001_0401,R001_0402,R001_0403,R001_0404,R001_0405,R001_0406,R001_0407,R001_0408,R001_0409,R001_0410,R001_0411,R001_0412,R001_0413,R001_0414
2025,P01,NA,21106510,NA,NA,NA,NA,22594053,NA,NA,NA,1833,474,931,253
