C601,C602,C003,C006,C101,C102,C103,R001 0501
2024,P11,NA,348,P206,P01,P01,80
2024,P11,NA,775,P206,P01,P01,267
2024,P11,NA,642,P206,P01,P01,51
2024,P11,NA,695,P206,P01,P01,30
2024,P11,NA,734,P206,P01,P01,210
2024,P11,NA,720,P206,P01,P01,9
2024,P11,NA,492,P206,P01,P01,653
2024,P11,NA,229,P206,P01,P01,1271
2024,P11,NA,862,P206,P01,P01,11
2024,P11,NA,434,P206,P01,P01,151
2024,P11,NA,616,P206,P01,P01,4
2024,P11,NA,899,P206,P01,P01,309
2024,P11,NA,315,P206,P01,P01,7
2024,P11,NA,958,P206,P01,P01,19
2024,P11,NA,482,P206,P01,P01,1
2024,P11,NA,322,P206,P01,P01,206
2024,P11,NA,452,P206,P01,P01,210
2024,P11,NA,487,P206,P01,P01,35
2024,P11,NA,919,P206,P01,P01,10
2024,P11,NA,411,P206,P01,P01,55
2024,P11,NA,918,P206,P01,P01,14
2024,P11,NA,968,P206,P01,P01,36
2024,P11,NA,281,P206,P01,P01,31
2024,P11,NA,877,P206,P01,P01,24
2024,P11,NA,235,P206,P01,P01,3
2024,P11,NA,287,P206,P01,P01,105
2024,P11,NA,932,P206,P01,P01,43
2024,P11,NA,985,P206,P01,P01,54
2024,P11,NA,224,P206,P01,P01,16
2024,P11,NA,894,P206,P01,P01,10
2024,P11,NA,614,P206,P01,P01,622
2024,P11,NA,392,P206,P01,P01,165
2024,P11,NA,493,P206,P01,P01,123
2024,P11,NA,754,P206,P01,P01,3
2024,P11,NA,677,P206,P01,P01,6
2024,P11,NA,467,P206,P01,P01,1
2024,P11,NA,636,P206,P01,P01,15
2024,P11,NA,748,P206,P01,P01,2
2024,P11,NA,762,P206,P01,P01,60
2024,P12,NA,443,P206,P01,P01,1878
2024,P12,NA,664,P206,P01,P01,713
2024,P12,NA,773,P206,P01,P01,251
2024,P12,NA,248,P206,P01,P01,302
2024,P12,NA,317,P206,P01,P01,77
2024,P12,NA,661,P206,P01,P01,53
2024,P12,NA,487,P206,P01,P01,48
2024,P12,NA,411,P206,P01,P01,78
2024,P12,NA,958,P206,P01,P01,25
2024,P12,NA,828,P206,P01,P01,16
2024,P12,NA,457,P206,P01,P01,2
2024,P12,NA,748,P206,P01,P01,2
2024,P12,NA,735,P206,P01,P01,943
2024,P12,NA,342,P206,P01,P01,45
2024,P12,NA,771,P206,P01,P01,1146
2024,P12,NA,386,P206,P01,P01,13
2024,P12,NA,647,P206,P01,P01,36
2024,P12,NA,451,P206,P01,P01,11
2024,P12,NA,224,P206,P01,P01,22
2024,P12,NA,81,P206,P01,P01,2732
2024,P12,NA,414,P206,P01,P01,50
2024,P12,NA,564,P206,P01,P01,119
2024,P12,NA,626,P206,P01,P01,1
2024,P12,NA,294,P206,P01,P01,289
2024,P12,NA,391,P206,P01,P01,38
2024,P12,NA,452,P206,P01,P01,237
2024,P12,NA,831,P206,P01,P01,127
2024,P12,NA,861,P206,P01,P01,97
2024,P12,NA,720,P206,P01,P01,9
2024,P12,NA,783,P206,P01,P01,127
2024,P12,NA,649,P206,P01,P01,1
2024,P12,NA,919,P206,P01,P01,10
2024,P12,NA,864,P206,P01,P01,28
2024,P12,NA,656,P206,P01,P01,805
2024,P12,NA,713,P206,P01,P01,67
2024,P12,NA,687,P206,P01,P01,72
2024,P12,NA,739,P206,P01,P01,1
2024,P12,NA,726,P206,P01,P01,13
2024,P12,NA,722,P206,P01,P01,1436
2024,P12,NA,754,P206,P01,P01,3
2024,P12,NA,425,P206,P01,P01,15
2024,P12,NA,467,P206,P01,P01,1
2024,P12,NA,315,P206,P01,P01,9
2024,P12,NA,954,P206,P01,P01,5
2024,P12,NA,671,P206,P01,P01,2
2024,P12,NA,498,P206,P01,P01,35
2024,P12,NA,244,P206,P01,P01,193
2024,P12,NA,625,P206,P01,P01,59
2024,P12,NA,432,P206,P01,P01,27
2024,P12,NA,797,P206,P01,P01,41
2024,P12,NA,991,P206,P01,P01,25
2024,P12,NA,344,P206,P01,P01,2
2024,P12,NA,319,P206,P01,P01,9
2024,P12,NA,736,P206,P01,P01,6
2024,P12,NA,891,P206,P01,P01,4
2024,P12,NA,951,P206,P01,P01,923
2024,P12,NA,223,P206,P01,P01,79
2024,P12,NA,249,P206,P01,P01,54
2024,P12,NA,712,P206,P01,P01,133
2024,P12,NA,932,P206,P01,P01,54
2024,P12,NA,462,P206,P01,P01,566
2024,P12,NA,287,P206,P01,P01,133
2024,P12,NA,867,P206,P01,P01,136
2024,P12,NA,756,P206,P01,P01,6
2024,P12,NA,413,P206,P01,P01,64
2024,P12,NA,765,P206,P01,P01,27
2024,P12,NA,629,P206,P01,P01,22
2024,P12,NA,983,P206,P01,P01,242
2024,P12,NA,438,P206,P01,P01,21
2024,P12,NA,417,P206,P01,P01,52
2024,P12,NA,832,P206,P01,P01,1
2024,P12,NA,764,P206,P01,P01,56
2024,P12,NA,351,P206,P01,P01,360
2024,P12,NA,964,P206,P01,P01,30
2024,P12,NA,276,P206,P01,P01,66
2024,P12,NA,235,P206,P01,P01,3
2024,P12,NA,768,P206,P01,P01,13
2024,P12,NA,395,P206,P01,P01,31
2024,P12,NA,237,P206,P01,P01,10
2024,P12,NA,868,P206,P01,P01,367
2024,P12,NA,327,P206,P01,P01,21
2024,P12,NA,997,P206,P01,P01,100
2024,P12,NA,641,P206,P01,P01,4
2024,P12,NA,627,P206,P01,P01,81
2024,P12,NA,348,P206,P01,P01,98
2024,P12,NA,322,P206,P01,P01,243
2024,P12,NA,429,P206,P01,P01,42
2024,P12,NA,836,P206,P01,P01,26
2024,P12,NA,733,P206,P01,P01,92
2024,P12,NA,356,P206,P01,P01,20
2024,P12,NA,565,P206,P01,P01,64
2024,P12,NA,428,P206,P01,P01,10
2024,P12,NA,624,P206,P01,P01,58
2024,P12,NA,483,P206,P01,P01,3
2024,P12,NA,697,P206,P01,P01,4
2024,P12,NA,246,P206,P01,P01,907
2024,P12,NA,489,P206,P01,P01,6
2024,P12,NA,993,P206,P01,P01,574
2024,P12,NA,696,P206,P01,P01,2
2024,P12,NA,646,P206,P01,P01,303
2024,P12,NA,724,P206,P01,P01,1
2024,P12,NA,458,P206,P01,P01,33
2024,P12,NA,449,P206,P01,P01,1713
2024,P12,NA,665,P206,P01,P01,21
2024,P12,NA,226,P206,P01,P01,41
2024,P12,NA,433,P206,P01,P01,26
2024,P12,NA,631,P206,P01,P01,31
2024,P12,NA,323,P206,P01,P01,25
2024,P12,NA,674,P206,P01,P01,5
2024,P12,NA,846,P206,P01,P01,8
2024,P12,NA,55,P206,P01,P01,46988
2024,P12,NA,636,P206,P01,P01,24
2024,P12,NA,222,P206,P01,P01,5471
2024,P12,NA,475,P206,P01,P01,19
2024,P12,NA,271,P206,P01,P01,656
2024,P12,NA,355,P206,P01,P01,8
2024,P12,NA,341,P206,P01,P01,186
2024,P12,NA,675,P206,P01,P01,3
2024,P12,NA,734,P206,P01,P01,259
2024,P12,NA,588,P206,P01,P01,1
2024,P12,NA,313,P206,P01,P01,43
2024,P12,NA,833,P206,P01,P01,969
2024,P12,NA,982,P206,P01,P01,34
2024,P12,NA,436,P206,P01,P01,63
2024,P12,NA,563,P206,P01,P01,256
2024,P12,NA,913,P206,P01,P01,12
2024,P12,NA,472,P206,P01,P01,54
2024,P12,NA,353,P206,P01,P01,230
2024,P12,NA,753,P206,P01,P01,83
2024,P12,NA,844,P206,P01,P01,820
2024,P12,NA,924,P206,P01,P01,53
2024,P12,NA,469,P206,P01,P01,49
2024,P12,NA,962,P206,P01,P01,168
2024,P12,NA,772,P206,P01,P01,116
2024,P12,NA,644,P206,P01,P01,257
2024,P12,NA,622,P206,P01,P01,77
2024,P12,NA,987,P206,P01,P01,39
2024,P12,NA,746,P206,P01,P01,15
2024,P12,NA,382,P206,P01,P01,10
2024,P12,NA,493,P206,P01,P01,152
2024,P12,NA,766,P206,P01,P01,3
2024,P12,NA,562,P206,P01,P01,398
2024,P12,NA,228,P206,P01,P01,1981
2024,P12,NA,231,P206,P01,P01,229
2024,P12,NA,311,P206,P01,P01,567
2024,P12,NA,963,P206,P01,P01,67
2024,P12,NA,241,P206,P01,P01,321
2024,P12,NA,282,P206,P01,P01,65
2024,P12,NA,923,P206,P01,P01,77
2024,P12,NA,745,P206,P01,P01,3
2024,P12,NA,784,P206,P01,P01,110
2024,P12,NA,645,P206,P01,P01,3
2024,P12,NA,677,P206,P01,P01,14
2024,P12,NA,473,P206,P01,P01,291
2024,P12,NA,823,P206,P01,P01,1
2024,P12,NA,669,P206,P01,P01,449
2024,P12,NA,485,P206,P01,P01,9
2024,P12,NA,755,P206,P01,P01,43
2024,P12,NA,779,P206,P01,P01,169
2024,P12,NA,936,P206,P01,P01,49
2024,P12,NA,612,P206,P01,P01,193
2024,P12,NA,478,P206,P01,P01,21
2024,P12,NA,273,P206,P01,P01,21
2024,P12,NA,757,P206,P01,P01,1
2024,P12,NA,824,P206,P01,P01,21
2024,P12,NA,378,P206,P01,P01,177
2024,P12,NA,916,P206,P01,P01,22
2024,P12,NA,694,P206,P01,P01,18
2024,P12,NA,971,P206,P01,P01,188
2024,P12,NA,232,P206,P01,P01,148
2024,P12,NA,749,P206,P01,P01,34
2024,P12,NA,917,P206,P01,P01,33
2024,P12,NA,423,P206,P01,P01,4
2024,P12,NA,566,P206,P01,P01,8
2024,P12,NA,894,P206,P01,P01,12
2024,P12,NA,866,P206,P01,P01,196
2024,P12,NA,632,P206,P01,P01,10
2024,P12,NA,878,P206,P01,P01,96
2024,P12,NA,899,P206,P01,P01,440
2024,P12,NA,354,P206,P01,P01,38
2024,P12,NA,871,P206,P01,P01,1162
2024,P12,NA,496,P206,P01,P01,31
2024,P12,NA,786,P206,P01,P01,86
2024,P12,NA,220,P206,P01,P01,8
2024,P12,NA,937,P206,P01,P01,55
2024,P12,NA,247,P206,P01,P01,95
2024,P12,NA,595,P206,P01,P01,30
2024,P12,NA,468,P206,P01,P01,65
2024,P12,NA,33,P206,P01,P01,6931
2024,P12,NA,431,P206,P01,P01,10
2024,P12,NA,352,P206,P01,P01,115
2024,P12,NA,275,P206,P01,P01,2
2024,P12,NA,492,P206,P01,P01,812
2024,P12,NA,782,P206,P01,P01,587
2024,P12,NA,296,P206,P01,P01,58
2024,P12,NA,464,P206,P01,P01,252
2024,P12,NA,285,P206,P01,P01,14
2024,P12,NA,441,P206,P01,P01,39
2024,P12,NA,615,P206,P01,P01,2
2024,P12,NA,637,P206,P01,P01,11
2024,P12,NA,686,P206,P01,P01,627
2024,P12,NA,419,P206,P01,P01,41
2024,P12,NA,284,P206,P01,P01,61
2024,P12,NA,421,P206,P01,P01,14
2024,P12,NA,872,P206,P01,P01,60
2024,P12,NA,714,P206,P01,P01,56
2024,P12,NA,953,P206,P01,P01,75
2024,P12,NA,412,P206,P01,P01,83
2024,P12,NA,476,P206,P01,P01,71
2024,P12,NA,347,P206,P01,P01,9
2024,P12,NA,653,P206,P01,P01,48
2024,P12,NA,616,P206,P01,P01,7
2024,P12,NA,966,P206,P01,P01,34
2024,P12,NA,862,P206,P01,P01,18
2024,P12,NA,314,P206,P01,P01,129
2024,P12,NA,233,P206,P01,P01,4
2024,P12,NA,986,P206,P01,P01,29
2024,P12,NA,389,P206,P01,P01,7
2024,P12,NA,638,P206,P01,P01,14
2024,P12,NA,994,P206,P01,P01,1
2024,P12,NA,376,P206,P01,P01,2
2024,P12,NA,388,P206,P01,P01,1
2024,P12,NA,914,P206,P01,P01,55
2024,P12,NA,672,P206,P01,P01,2
2024,P12,NA,821,P206,P01,P01,32
2024,P12,NA,668,P206,P01,P01,377
2024,P12,NA,392,P206,P01,P01,205
2024,P12,NA,297,P206,P01,P01,49
2024,P12,NA,842,P206,P01,P01,24
2024,P12,NA,375,P206,P01,P01,75
2024,P12,NA,283,P206,P01,P01,2
2024,P12,NA,465,P206,P01,P01,122
2024,P12,NA,245,P206,P01,P01,54
2024,P12,NA,274,P206,P01,P01,61
2024,P12,NA,791,P206,P01,P01,131
2024,P12,NA,456,P206,P01,P01,71
2024,P12,NA,479,P206,P01,P01,21
2024,P12,NA,695,P206,P01,P01,34
2024,P12,NA,673,P206,P01,P01,75
2024,P12,NA,442,P206,P01,P01,1541
2024,P12,NA,785,P206,P01,P01,18
2024,P12,NA,374,P206,P01,P01,55
2024,P12,NA,358,P206,P01,P01,2
2024,P12,NA,281,P206,P01,P01,37
2024,P12,NA,897,P206,P01,P01,4
2024,P12,NA,968,P206,P01,P01,37
2024,P12,NA,227,P206,P01,P01,82
2024,P12,NA,967,P206,P01,P01,117
2024,P12,NA,453,P206,P01,P01,52
2024,P12,NA,738,P206,P01,P01,27
2024,P12,NA,343,P206,P01,P01,1
2024,P12,NA,384,P206,P01,P01,52
2024,P12,NA,777,P206,P01,P01,1960
2024,P12,NA,393,P206,P01,P01,51
2024,P12,NA,427,P206,P01,P01,211
2024,P12,NA,593,P206,P01,P01,1
2024,P12,NA,229,P206,P01,P01,1719
2024,P12,NA,729,P206,P01,P01,626
2024,P12,NA,434,P206,P01,P01,175
2024,P12,NA,312,P206,P01,P01,558
2024,P12,NA,762,P206,P01,P01,66
2024,P12,NA,346,P206,P01,P01,24
2024,P12,NA,999,P206,P01,P01,1996
2024,P12,NA,972,P206,P01,P01,35
2024,P12,NA,985,P206,P01,P01,55
2024,P12,NA,486,P206,P01,P01,3
2024,P12,NA,466,P206,P01,P01,98
2024,P12,NA,744,P206,P01,P01,559
2024,P12,NA,495,P206,P01,P01,68
2024,P12,NA,642,P206,P01,P01,67
2024,P12,NA,789,P206,P01,P01,46
2024,P12,NA,721,P206,P01,P01,29
2024,P12,NA,279,P206,P01,P01,2
2024,P12,NA,845,P206,P01,P01,11
2024,P12,NA,767,P206,P01,P01,3
2024,P12,NA,835,P206,P01,P01,1
2024,P12,NA,869,P206,P01,P01,2
2024,P12,NA,444,P206,P01,P01,1706
2024,P12,NA,775,P206,P01,P01,318
2024,P12,NA,221,P206,P01,P01,443
2024,P12,NA,841,P206,P01,P01,2
2024,P12,NA,715,P206,P01,P01,95
2024,P12,NA,618,P206,P01,P01,1115
2024,P12,NA,776,P206,P01,P01,72
2024,P12,NA,561,P206,P01,P01,1215
2024,P12,NA,633,P206,P01,P01,12
2024,P12,NA,834,P206,P01,P01,289
2024,P12,NA,243,P206,P01,P01,76
2024,P12,NA,965,P206,P01,P01,12
2024,P12,NA,236,P206,P01,P01,75
2024,P12,NA,463,P206,P01,P01,14
2024,P12,NA,613,P206,P01,P01,18
2024,P12,NA,446,P206,P01,P01,20
2024,P12,NA,481,P206,P01,P01,144
2024,P12,NA,921,P206,P01,P01,574
2024,P12,NA,698,P206,P01,P01,16
2024,P12,NA,639,P206,P01,P01,119
2024,P12,NA,984,P206,P01,P01,107
2024,P12,NA,488,P206,P01,P01,54
2024,P12,NA,934,P206,P01,P01,18
2024,P12,NA,770,P206,P01,P01,1
2024,P12,NA,826,P206,P01,P01,20
2024,P12,NA,272,P206,P01,P01,1105
2024,P12,NA,445,P206,P01,P01,378
2024,P12,NA,922,P206,P01,P01,270
2024,P12,NA,938,P206,P01,P01,118
2024,P12,NA,933,P206,P01,P01,89
2024,P12,NA,988,P206,P01,P01,5
2024,P12,NA,597,P206,P01,P01,1
2024,P12,NA,663,P206,P01,P01,13
2024,P12,NA,477,P206,P01,P01,1767
2024,P12,NA,459,P206,P01,P01,7
2024,P12,NA,321,P206,P01,P01,11
2024,P12,NA,482,P206,P01,P01,2
2024,P12,NA,278,P206,P01,P01,6
2024,P12,NA,667,P206,P01,P01,1095
2024,P12,NA,741,P206,P01,P01,2
2024,P12,NA,238,P206,P01,P01,812
2024,P12,NA,435,P206,P01,P01,3
2024,P12,NA,998,P206,P01,P01,431
2024,P12,NA,961,P206,P01,P01,907
2024,P12,NA,662,P206,P01,P01,597
2024,P12,NA,447,P206,P01,P01,33
2024,P12,NA,415,P206,P01,P01,68
2024,P12,NA,877,P206,P01,P01,33
2024,P12,NA,448,P206,P01,P01,6
2024,P12,NA,225,P206,P01,P01,25
2024,P12,NA,918,P206,P01,P01,21
2024,P12,NA,676,P206,P01,P01,44
2024,P12,NA,377,P206,P01,P01,1
2024,P12,NA,648,P206,P01,P01,19
2024,P12,NA,727,P206,P01,P01,1
2024,P12,NA,614,P206,P01,P01,762
2024,P12,NA,981,P206,P01,P01,441
2024,P12,NA,747,P206,P01,P01,220
2024,P12,NA,474,P206,P01,P01,95
2024,P12,NA,494,P206,P01,P01,103
2024,P12,NA,288,P206,P01,P01,101
2024,P12,NA,990,P206,P01,P01,2
2024,P12,NA,461,P206,P01,P01,775
2024,P12,NA,996,P206,P01,P01,38
2024,P12,NA,418,P206,P01,P01,83
2024,P12,NA,324,P206,P01,P01,29
2024,P12,NA,424,P206,P01,P01,10
2024,P12,NA,325,P206,P01,P01,16
