C601,C602,C102,C103,R007-0201
2024,P10,P01,P01,15816542
2024,P10,P02,P01,14002
2024,P11,P01,P01,17002362
2024,P11,P02,P01,21811
2024,P12,P01,P01,18043168
2024,P12,P02,P01,13745
