C601,C003,R027-0201,R027-0202,R027-0203,R027-0204,R027-0205
2024,P160140001,NO,NO,SI,NO,NO
2024,P160140016,NO,NO,NO,NO,NO
2024,P160140060,NO,NO,NO,NO,NO
2024,P060090025,NO,NO,SI,NO,NO
2024,P160140073,NO,NO,NO,NO,NO
2024,P160140066,NO,NO,NO,NO,NO
2024,P160140071,NO,NO,NO,NO,NO
2024,P110380001,NO,NO,SI,NO,NO
2024,P110190001,NO,NO,SI,NO,NO
2024,P110190068,NO,NO,NO,NO,NO
2024,P110190069,NO,NO,NO,NO,NO
2024,P110100001,NO,NO,SI,NO,NO
