C601,C602,R002-0301,R002-0302
2024,P01,154407.01,84792.81
2024,P02,-6504.61,-76152.08
2024,P03,123210.62,53503.49
2024,P04,170885.24,102120.33
2024,P05,104318.21,35722.26
2024,P06,130662.8,61594.66
2024,P07,134505.66,65628.54
2024,P08,138844.22,70219.59
2024,P09,-1153.19,-69304.84
2024,P10,159787.87,91236.27
2024,P11,142437.87,74136.63
2024,P12,73736.3,6925.01
