C601,C602,R002-0301,R002-0302
2024,P01,9818.68,8247.69
2024,P02,9783.53,8218.16
2024,P03,9760.09,8198.48
2024,P04,9771.81,8208.32
2024,P05,9748.38,8188.64
2024,P06,9736.66,8178.8
2024,P07,9724.94,8168.95
2024,P08,9748.38,8188.64
2024,P09,9736.66,8178.8
2024,P10,9748.38,8188.64
2024,P11,9771.81,8208.32
2024,P12,9818.68,8247.69
