C601,C602,R002-0201,R002-0202,R002-0203,R002-0204,R002-0205,R002-0206,R002-0207,R002-0208
2024,P01,396.56,0,213261.49,NA,0,78942.38,NA,143984.89
2024,P02,396.56,0,213499.99,NA,0,114707.48,NA,135207.5
2024,P03,396.56,0,213658.99,NA,0,78940.21,NA,92274.03
2024,P04,396.55,0,217458.3,NA,0,101013.1,NA,66505.74
2024,P05,396.55,0,217100.55,NA,0,101868.25,NA,98389.24
2024,P06,396.55,0,216742.8,NA,0,101013.1,NA,63620.2
2024,P07,396.56,0,216583.79,NA,0,83620.21,NA,101229.84
2024,P08,396.56,0,216583.80,NA,0,122843.37,NA,58970.85
2024,P09,396.55,0,216186.3,NA,0,139210.2,NA,103362.14
2024,P10,396.55,0,220756.07,NA,0,100596.88,NA,70357.7
2024,P11,396.55,0,141548.97,NA,0,69657.06,NA,180219.22
2024,P12,396.55,0,141424.71,NA,0,114136.67,NA,177837.83
