C601,C602,R001-0201,R001-0202,R001-0203,R001-0204,R001-0205,R001-0206,R001-0207,R001-0208
2024,P10,0," 48,398 ",NA,NA,0,9361.87,0,155135.88
2024,P11,0," 48,398 ",NA,NA,0,0,0,45814.5
2024,P12,0," 48,398 ",NA,NA,0,0,0,215108.61
