C601,C602,R001-0301,R001-0302
2024,P10,"-1,400,759.36 ","-1,401,633.01 "
2024,P11,"-5,307,898.74 ","-5,308,784.28 "
2024,P12,"-5,574,097.27 ","-5,575,868.35 "
