C601,C602,R001-0601,R001-0602,R001-0603,R001-0604,R001-0605,R001-0606,R001-0607,R001-0608,R001-0609,R001-0610,R001-06011,R001-0612,R001-0613
2024,P10,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
2024,P11,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
2024,P12,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
