C601,C602,R002-0301,R002-0302
2024,P01,58799,51695
2024,P02,150015,142911
2024,P03,108424,101320
2024,P04,-34606,-41710
2024,P05,128218,120310
2024,P06,115123,106246
2024,P07,-383468,-404104
2024,P08,225830,205194
2024,P09,101886,81250
2024,P10,207845,186668
2024,P11,86444,64895
2024,P12,141015,119200
,,,
