C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2024,P01,0,0,170327.00,NA,NA,NA,0,NA,NA
2024,P02,0,114843.70,192875.30,NA,NA,NA,0,NA,NA
2024,P03,0,0,169844.00,NA,NA,NA,0,NA,NA
2024,P04,0,0,167307.00,NA,NA,NA,0,NA,NA
2024,P05,156195,0,165209.00,NA,NA,NA,0,NA,NA
2024,P06,0,0,236700.00,NA,NA,NA,0,NA,NA
2024,P07,0,25069.70,247009.30,NA,NA,NA,0,NA,NA
2024,P08,0,9573.49,311091.51,NA,NA,NA,0,NA,NA
2024,P09,0,9573.49,276976.51,NA,NA,NA,0,NA,NA
2024,P10,0,9573.49,308741.51,NA,NA,NA,0,NA,NA
2024,P11,0,9573.49,1922878.51,NA,NA,NA,0,NA,NA
2024,P12,0,9573.49,308081.51,NA,NA,NA,0,NA,NA
,,,,,,,,,,
,,,,,,,,,,
