C601,C602,R005-0701,R005-0702,R005-0703,R005-0704,R005-0705
2022,P03,MAXCOM TELECOMUNICACIONES  S.A.B. DE C.V., NA , NA ,3310.44, NA 
2022,P01,MEGA CABLE  S.A. DE C.V., NA , NA ,6297.65, NA 
2022,P02,MEGA CABLE  S.A. DE C.V., NA , NA ,5672.93, NA 
2022,P03,MEGA CABLE  S.A. DE C.V., NA , NA ,6139.76, NA 
2022,P01,MEGACABLE COMUNICACIONES DE MEXICO  S.A. DE C.V., NA , NA ,1529.98, NA 
2022,P02,MEGACABLE COMUNICACIONES DE MEXICO  S.A. DE C.V., NA , NA ,1439.4, NA 
2022,P03,MEGACABLE COMUNICACIONES DE MEXICO  S.A. DE C.V., NA , NA ,2089.55, NA 
2022,P01,MEXICO RED DE TELECOMUNICACIONES  S. DE R.L. DE C.V., NA , NA ,498.52, NA 
2022,P02,MEXICO RED DE TELECOMUNICACIONES  S. DE R.L. DE C.V., NA , NA ,457.05, NA 
2022,P03,MEXICO RED DE TELECOMUNICACIONES  S. DE R.L. DE C.V., NA , NA ,462.57, NA 
2022,P01,OPERBES  S.A. DE C.V., NA , NA ,11811.64, NA 
2022,P02,OPERBES  S.A. DE C.V., NA , NA ,10128, NA 
2022,P03,OPERBES  S.A. DE C.V., NA , NA ,10471.99, NA 
2022,P01,PEGASO PCS  S.A. DE C.V., NA , NA ,494.27,474910.35
2022,P02,PEGASO PCS  S.A. DE C.V., NA , NA ,593.2,464639.03
2022,P03,PEGASO PCS  S.A. DE C.V., NA , NA ,651.64,502484.75
2022,P01,RADIOMOVIL DIPSA  S.A. DE C.V., NA , NA , NA ,1292094.2
2022,P02,RADIOMOVIL DIPSA  S.A. DE C.V., NA , NA , NA ,1184928.8
2022,P03,RADIOMOVIL DIPSA  S.A. DE C.V., NA , NA , NA ,1308425.68
2022,P01,TATA COMMUNICATIONS CANADA ULC, NA ,55746.6, NA , NA 
2022,P02,TATA COMMUNICATIONS CANADA ULC, NA ,53529.4, NA , NA 
2022,P03,TATA COMMUNICATIONS CANADA ULC, NA ,60202.6, NA , NA 
2022,P01,TELE AZTECA  S.A. DE C.V., NA , NA ,60.41, NA 
2022,P02,TELE AZTECA  S.A. DE C.V., NA , NA ,50.05, NA 
2022,P03,TELE AZTECA  S.A. DE C.V., NA , NA ,57.51, NA 
2022,P01,TELEFONOS DE MEXICO  S.A.B. DE C.V.,56802.26, NA ,75546.82, NA 
2022,P02,TELEFONOS DE MEXICO  S.A.B. DE C.V.,51538.2, NA ,67096.06, NA 
2022,P03,TELEFONOS DE MEXICO  S.A.B. DE C.V.,54966.34, NA ,72273.48, NA 
2022,P01,TELEFONOS DEL NOROESTE  S.A. DE C.V.,80669.63, NA ,3678.58, NA 
2022,P02,TELEFONOS DEL NOROESTE  S.A. DE C.V.,72741.18, NA ,3182.66, NA 
2022,P03,TELEFONOS DEL NOROESTE  S.A. DE C.V.,79990.37, NA ,3423.03, NA 
2022,P01,TV CABLE DE ORIENTE  S.A. DE C.V., NA , NA ,631.41, NA 
2022,P02,TV CABLE DE ORIENTE  S.A. DE C.V., NA , NA ,565.6, NA 
2022,P03,TV CABLE DE ORIENTE  S.A. DE C.V., NA , NA ,603.98, NA 
2022,P01,TV REY DE OCCIDENTE  S.A. DE C.V., NA , NA ,5.95, NA 
2022,P02,TV REY DE OCCIDENTE  S.A. DE C.V., NA , NA ,4.62, NA 
2022,P03,TV REY DE OCCIDENTE  S.A. DE C.V., NA , NA ,5.43, NA 
2022,P01,UC TELECOMUNICACIONES  S.A.P.I. DE C.V., NA ,3017.8,693.56, NA 
2022,P02,UC TELECOMUNICACIONES  S.A.P.I. DE C.V., NA ,3250,689.66, NA 
2022,P03,UC TELECOMUNICACIONES  S.A.P.I. DE C.V., NA ,3435,736.48, NA 
