C601,C602,R020-0101,R020-0102,R020-0103,R020-0104,R020-0105
2024,P10,NA,NA,NA,NA," 100,136,790 "
2024,P11,NA,NA,NA,NA," 88,630,476 "
2024,P12,NA,NA,NA,NA," 94,936,589 "
