C601,C602,C103,R012-0101,R012-0102,,
2024,P10,P01,"2,180,652 ",0,,
2024,P11,P01,"2,117,600 ",0,,
2024,P12,P01,"2,127,465 ",0,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
