C601,C602,R012-1001,R012-1002,,,,
2024,P10,"1,160,740,685.93","4,776,304.88",,,,
2024,P11,"1,227,825,488.35","4,884,679.57",,,,
2024,P12,"1,202,819,518.45","4,365,084.11",,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
