C601,C003,R027-0201,R027-0202,R027-0203,R027-0204,R027-0205
2024,P240240001,SI,NO,NO,NO,SI
2024,P240110001,SI,NO,NO,NO,SI
2024,P240230003,NO,NO,NO,NO,SI
2024,P240230018,NO,NO,NO,NO,SI
2024,P240230020 ,NO,NO,NO,NO,SI
2024,P240230026,NO,NO,NO,NO,SI
2024,P240230031 ,NO,NO,NO,NO,SI
2024,P240230040,NO,NO,NO,NO,SI
2024,P240230011 ,NO,NO,NO,NO,SI
2024,P240240044 ,NO,NO,NO,NO,SI
2024,P240240046 ,NO,NO,NO,NO,SI
2024,P240240037 ,NO,NO,NO,NO,SI
2024,P240240040,NO,NO,NO,NO,SI
2024,P240240043 ,NO,NO,NO,NO,SI
2024,P240240061 ,NO,NO,NO,NO,SI
2024,P240240058,NO,NO,NO,NO,SI
2024,P240240056,NO,NO,NO,NO,SI
2024,P240240059,NO,NO,NO,NO,SI
2024,P240240064,NO,NO,NO,NO,SI
2024,P240240071,NO,NO,NO,NO,SI
2024,P240240072,NO,NO,NO,NO,SI
2024,P240240073,NO,NO,NO,NO,SI
2024,P240240075,NO,NO,NO,NO,SI
2024,P240240080,NO,NO,NO,NO,SI
2024,P240240077,NO,NO,NO,NO,SI
2024,P240240081 ,NO,NO,NO,NO,SI
2024,P240240087,NO,NO,NO,NO,SI
2024,P240240089 ,NO,NO,NO,NO,SI
2024,P240240086 ,NO,NO,NO,NO,SI
2024,P240240095,NO,NO,NO,NO,SI
2024,P240240100,NO,NO,NO,NO,SI
2024,P240240122,NO,NO,NO,NO,SI
2024,P240240185,NO,NO,NO,NO,SI
2024,P240240316,NO,NO,NO,NO,SI
2024,P240240004,NO,NO,NO,NO,SI
2024,P240240009,NO,NO,NO,NO,SI
2024,P240240018,NO,NO,NO,NO,SI
2024,P240240021,NO,NO,NO,NO,SI
2024,P240240035,NO,NO,NO,NO,SI
2024,P240240036,NO,NO,NO,NO,SI
2024,P240240051 ,NO,NO,NO,NO,SI
2024,P240240052,NO,NO,NO,NO,SI
2024,P240240063,NO,NO,NO,NO,SI
2024,P240240194,NO,NO,NO,NO,SI
2024,P240240259,NO,NO,NO,NO,SI
2024,P240240151,NO,NO,NO,NO,SI
2024,P240240071,NO,NO,NO,NO,SI
2024,P240240014,NO,NO,NO,NO,SI
2024,P240240067,NO,NO,NO,NO,SI
2024,P240240164,NO,NO,NO,NO,SI
2024,P240240039 ,NO,NO,NO,NO,SI
2024,P240240036,NO,NO,NO,NO,SI
2024,P240240517,NO,NO,NO,NO,SI
2024,P240240180,NO,NO,NO,NO,SI
2024,P240240453,NO,NO,NO,NO,SI
2024,P240240501,NO,NO,NO,NO,SI
2024,P240240023,NO,NO,NO,NO,SI
2024,P240240054,NO,NO,NO,NO,SI
2024,P240240341,NO,NO,NO,NO,SI
2024,P240050015 ,NO,NO,NO,NO,SI
2024,P240050017,NO,NO,NO,NO,SI
2024,P240110003,NO,NO,NO,NO,SI
2024,P240110005,NO,NO,NO,NO,SI
2024,P240110011,NO,NO,NO,NO,SI
2024,P240110013,NO,NO,NO,NO,SI
2024,P240110016,NO,NO,NO,NO,SI
2024,P240110022,NO,NO,NO,NO,SI
2024,P240110035,NO,NO,NO,NO,SI
2024,P240110095 ,NO,NO,NO,NO,SI
2024,P240110166,NO,NO,NO,NO,SI
2024,P240110135,NO,NO,NO,NO,SI
2024,P240520015,NO,NO,NO,NO,SI
2024,P240520010,NO,NO,NO,NO,SI
2024,P240520009,NO,NO,NO,NO,SI
2024,P240520006,NO,NO,NO,NO,SI
2024,P240520002,NO,NO,NO,NO,SI
2024,P240270042,NO,NO,NO,NO,SI
2024,P240270066,NO,NO,NO,NO,SI
2024,P240270040,NO,NO,NO,NO,SI
