C601,C602,R001-0101,R001-0102,R001-0103,R001-0104,R001-0105,R001-0106,R001-0107,R001-0108,R001-0109
2024,P04,23668.884,0,41249156.05,24270539.45,NA,NA,39940089.92,NA,NA
2024,P05,0,50945.484,29247033.8,26566161.36,NA,NA,-1130790.473,NA,NA
2024,P06,6348.168,43390.162,21210814.29,22553207.46,NA,NA,66168679.28,NA,NA
