P03601,P03602,P03203,R026-0101,R026-0102,R026-0103,R026-0104,R026-0105
2025,P04,P03,NA,NA,19659215.35,NA,109321.7487
2025,P04,P05,NA,NA,13973441.6,NA,61746.9329
2025,P05,P03,NA,NA,10706097.27,NA,7533.910016
2025,P05,P05,NA,NA,14813135.33,NA,78585.14498
2025,P06,P03,NA,NA,11032471.55,NA,67865.82243
2025,P06,P05,NA,NA,13711589.24,NA,51412.9762
