C601,C602,R001-0701,R001-0702,R001-0703,R001-0704,R001-0705,R001-0706,R001-0707,R001-0708,R001-0709,R001-0710,R001-0711,R001-0712
2025,P04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33803725.63
2025,P05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25605351.66
2025,P06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24863339.59
