Estacion,Concesion,Concesionario,UtilidadBruta,TotalIngresosNetos,IngresosPublicidadBruto
XHQE-FM¦SUC. FRANCISCO MILLAN RAMOS¦OOOOO¦OOOOO,,,"$2,261.980.93","$264,983.56","$264,983.56"
