C601,C602,C003,C006,C101,C102,C103,R001-0501
2024,P11,P150200001,xxx,P108,P01,P01,218
2024,P11,P150210001,xxx,P108,P01,P01,47
2024,P11,P150220001,xxx,P108,P01,P01,149
2024,P11,P150230001,xxx,P108,P01,P01,9
2024,P11,P150240001,xxx,P108,P01,P01,254
2024,P11,P151210001,xxx,P108,P01,P01,418
2024,P11,P150330001,xxx,P108,P01,P01,1672
2024,P11,P150640001,xxx,P108,P01,P01,248
2024,P11,P150350001,xxx,P108,P01,P01,43
2024,P11,P150360001,xxx,P108,P01,P01,95
2024,P11,P150370001,xxx,P108,P01,P01,676
2024,P11,P150380001,xxx,P108,P01,P01,69
2024,P11,P150390001,xxx,P108,P01,P01,961
2024,P11,P150400001,xxx,P108,P01,P01,866
2024,P11,P150420001,xxx,P108,P01,P01,135
2024,P11,P150440001,xxx,P108,P01,P01,40
2024,P11,P150450001,xxx,P108,P01,P01,1187
2024,P11,P150460001,xxx,P108,P01,P01,8
2024,P11,P150470001,xxx,P108,P01,P01,4
2024,P11,P150480001,xxx,P108,P01,P01,355
2024,P11,P150490001,xxx,P108,P01,P01,156
2024,P11,P150500001,xxx,P108,P01,P01,139
2024,P11,P150700001,xxx,P108,P01,P01,1049
2024,P11,P150510001,xxx,P108,P01,P01,264
2024,P11,P150520001,xxx,P108,P01,P01,119
2024,P11,P150530001,xxx,P108,P01,P01,99
2024,P11,P150540001,xxx,P108,P01,P01,252
2024,P11,P150550001,xxx,P108,P01,P01,57
2024,P11,P150560001,xxx,P108,P01,P01,5
2024,P11,P150570001,xxx,P108,P01,P01,724
2024,P11,P150590001,xxx,P108,P01,P01,223
2024,P11,P150580001,xxx,P108,P01,P01,887
2024,P11,P150600001,xxx,P108,P01,P01,1006
2024,P11,P150610001,xxx,P108,P01,P01,23
2024,P11,P150620001,xxx,P108,P01,P01,136
2024,P11,P150630001,xxx,P108,P01,P01,120
2024,P11,P150650001,xxx,P108,P01,P01,322
2024,P11,P150670001,xxx,P108,P01,P01,42
2024,P11,P150680001,xxx,P108,P01,P01,103
2024,P11,P150690001,xxx,P108,P01,P01,43
2024,P11,P150710001,xxx,P108,P01,P01,2
2024,P11,P150720001,xxx,P108,P01,P01,13
2024,P11,P150730001,xxx,P108,P01,P01,36
2024,P11,P150740001,xxx,P108,P01,P01,151
2024,P11,P151240001,xxx,P108,P01,P01,107
2024,P11,P150750001,xxx,P108,P01,P01,225
2024,P11,P150760001,xxx,P108,P01,P01,77
2024,P11,P150780001,xxx,P108,P01,P01,1
2024,P11,P150790001,xxx,P108,P01,P01,29
2024,P11,P150810001,xxx,P108,P01,P01,1561
2024,P11,P150830001,xxx,P108,P01,P01,125
2024,P11,P150840001,xxx,P108,P01,P01,213
2024,P11,P150850001,xxx,P108,P01,P01,75
2024,P11,P150860001,xxx,P108,P01,P01,2
2024,P11,P150870001,xxx,P108,P01,P01,133
2024,P11,P150880001,xxx,P108,P01,P01,673
2024,P11,P150890001,xxx,P108,P01,P01,21
2024,P11,P150900001,xxx,P108,P01,P01,567
2024,P11,P150910001,xxx,P108,P01,P01,85
2024,P11,P150920001,xxx,P108,P01,P01,487
2024,P11,P150930001,xxx,P108,P01,P01,380
2024,P11,P150940001,xxx,P108,P01,P01,20
2024,P11,P150950001,xxx,P108,P01,P01,235
2024,P11,P150960001,xxx,P108,P01,P01,24
2024,P11,P150970001,xxx,P108,P01,P01,97
2024,P11,P150980001,xxx,P108,P01,P01,15
2024,P11,P150990001,xxx,P108,P01,P01,1046
2024,P11,P151000001,xxx,P108,P01,P01,322
2024,P11,P151010001,xxx,P108,P01,P01,90
2024,P11,P151020001,xxx,P108,P01,P01,528
2024,P11,P151030001,xxx,P108,P01,P01,204
2024,P11,P151040001,xxx,P108,P01,P01,346
2024,P11,P151060001,xxx,P108,P01,P01,1120
2024,P11,P151250001,xxx,P108,P01,P01,51
2024,P11,P151070001,xxx,P108,P01,P01,128
2024,P11,P151080001,xxx,P108,P01,P01,160
2024,P11,P151090001,xxx,P108,P01,P01,344
2024,P11,P151100001,xxx,P108,P01,P01,54
2024,P11,P151220001,xxx,P108,P01,P01,493
2024,P11,P151130001,xxx,P108,P01,P01,858
2024,P11,P151140001,xxx,P108,P01,P01,4
2024,P11,P151120001,xxx,P108,P01,P01,222
2024,P11,P150430001,xxx,P108,P01,P01,58
2024,P11,P151150001,xxx,P108,P01,P01,55
2024,P11,P151170001,xxx,P108,P01,P01,136
2024,P11,P151180001,xxx,P108,P01,P01,250
2024,P11,P151190001,xxx,P108,P01,P01,49
2024,P11,P151200001,xxx,P108,P01,P01,587
2024,P11,P170010001,xxx,P108,P01,P01,13
2024,P11,P170020001,xxx,P108,P01,P01,1512
2024,P11,P170040001,xxx,P108,P01,P01,62
2024,P11,P170060001,xxx,P108,P01,P01,19
2024,P11,P170070001,xxx,P108,P01,P01,456
2024,P11,P170080001,xxx,P108,P01,P01,1724
2024,P11,P170090001,xxx,P108,P01,P01,82
2024,P11,P170110001,xxx,P108,P01,P01,308
2024,P11,P170170001,xxx,P108,P01,P01,70
2024,P11,P170180001,xxx,P108,P01,P01,769
2024,P11,P170200001,xxx,P108,P01,P01,356
2024,P11,P170230001,xxx,P108,P01,P01,63
2024,P11,P170260001,xxx,P108,P01,P01,209
2024,P11,P170270001,xxx,P108,P01,P01,9
2024,P11,P170280001,xxx,P108,P01,P01,731
2024,P11,P170290001,xxx,P108,P01,P01,368
2024,P11,P180010001,xxx,P108,P01,P01,1
2024,P11,P180020001,xxx,P108,P01,P01,200
2024,P11,P180200001,xxx,P108,P01,P01,673
2024,P11,P180040001,xxx,P108,P01,P01,466
2024,P11,P180110001,xxx,P108,P01,P01,1
2024,P11,P180120001,xxx,P108,P01,P01,123
2024,P11,P180140001,xxx,P108,P01,P01,145
2024,P11,P180150001,xxx,P108,P01,P01,347
2024,P11,P180160001,xxx,P108,P01,P01,453
2024,P11,P180170001,xxx,P108,P01,P01,943
2024,P11,P180080001,xxx,P108,P01,P01,159
2024,P11,P190010001,xxx,P108,P01,P01,43
2024,P11,P190020001,xxx,P108,P01,P01,2
2024,P11,P190040001,xxx,P108,P01,P01,50
2024,P11,P190060001,xxx,P108,P01,P01,1038
2024,P11,P190080001,xxx,P108,P01,P01,14
2024,P11,P190090001,xxx,P108,P01,P01,540
2024,P11,P190130001,xxx,P108,P01,P01,8
2024,P11,P190120001,xxx,P108,P01,P01,547
2024,P11,P190170001,xxx,P108,P01,P01,72
2024,P11,P190180001,xxx,P108,P01,P01,946
2024,P11,P190260001,xxx,P108,P01,P01,634
2024,P11,P190280001,xxx,P108,P01,P01,93
2024,P11,P190290001,xxx,P108,P01,P01,3
2024,P11,P190310001,xxx,P108,P01,P01,1318
2024,P11,P190320001,xxx,P108,P01,P01,8
2024,P11,P190330001,xxx,P108,P01,P01,8
2024,P11,P190030001,xxx,P108,P01,P01,14
2024,P11,P190420001,xxx,P108,P01,P01,42
2024,P11,P190340001,xxx,P108,P01,P01,45
2024,P11,P190380001,xxx,P108,P01,P01,98
2024,P11,P190390001,xxx,P108,P01,P01,2154
2024,P11,P190410001,xxx,P108,P01,P01,406
2024,P11,P190440001,xxx,P108,P01,P01,2
2024,P11,P190450001,xxx,P108,P01,P01,695
2024,P11,P190460001,xxx,P108,P01,P01,429
2024,P11,P190190001,xxx,P108,P01,P01,143
2024,P11,P190480001,xxx,P108,P01,P01,396
2024,P11,P190490001,xxx,P108,P01,P01,152
2024,P11,P190500001,xxx,P108,P01,P01,2
2024,P11,P190510001,xxx,P108,P01,P01,6
2024,P11,P200050001,xxx,P108,P01,P01,31
2024,P11,P200250001,xxx,P108,P01,P01,94
2024,P11,P200140001,xxx,P108,P01,P01,91
2024,P11,P200230001,xxx,P108,P01,P01,166
2024,P11,P200300001,xxx,P108,P01,P01,35
2024,P11,P200330001,xxx,P108,P01,P01,8
2024,P11,P200430001,xxx,P108,P01,P01,352
2024,P11,P200690001,xxx,P108,P01,P01,2
2024,P11,P200450001,xxx,P108,P01,P01,22
2024,P11,P200590001,xxx,P108,P01,P01,90
2024,P11,P200630001,xxx,P108,P01,P01,3
2024,P11,P200670001,xxx,P108,P01,P01,680
2024,P11,P200680001,xxx,P108,P01,P01,58
2024,P11,P200770001,xxx,P108,P01,P01,20
2024,P11,P200780001,xxx,P108,P01,P01,3
2024,P11,P200790001,xxx,P108,P01,P01,252
2024,P11,P200840001,xxx,P108,P01,P01,18
2024,P11,P200870001,xxx,P108,P01,P01,50
2024,P11,P200830001,xxx,P108,P01,P01,34
2024,P11,P200910001,xxx,P108,P01,P01,29
2024,P11,P200920001,xxx,P108,P01,P01,8
2024,P11,P201020001,xxx,P108,P01,P01,8
2024,P11,P201030001,xxx,P108,P01,P01,12
2024,P11,P201070001,xxx,P108,P01,P01,59
2024,P11,P201150001,xxx,P108,P01,P01,38
2024,P11,P201180001,xxx,P108,P01,P01,1
2024,P11,P201240001,xxx,P108,P01,P01,47
2024,P11,P201320001,xxx,P108,P01,P01,2
2024,P11,P201350001,xxx,P108,P01,P01,11
2024,P11,P201430001,xxx,P108,P01,P01,70
2024,P11,P201450001,xxx,P108,P01,P01,33
2024,P11,P201410001,xxx,P108,P01,P01,7
2024,P11,P201570001,xxx,P108,P01,P01,43
2024,P11,P205500001,xxx,P108,P01,P01,12
2024,P11,P201780001,xxx,P108,P01,P01,11
2024,P11,P201920001,xxx,P108,P01,P01,3
2024,P11,P201970001,xxx,P108,P01,P01,2
2024,P11,P201930001,xxx,P108,P01,P01,1
2024,P11,P202270001,xxx,P108,P01,P01,59
2024,P11,P202330001,xxx,P108,P01,P01,1
2024,P11,P202840001,xxx,P108,P01,P01,3
2024,P11,P202660001,xxx,P108,P01,P01,15
2024,P11,P202930001,xxx,P108,P01,P01,81
2024,P11,P202950001,xxx,P108,P01,P01,18
2024,P11,P202980001,xxx,P108,P01,P01,26
2024,P11,P203010001,xxx,P108,P01,P01,7
2024,P11,P203080001,xxx,P108,P01,P01,1
2024,P11,P203100001,xxx,P108,P01,P01,113
2024,P11,P203150001,xxx,P108,P01,P01,2
2024,P11,P203270001,xxx,P108,P01,P01,221
2024,P11,P203420001,xxx,P108,P01,P01,36
2024,P11,P203430001,xxx,P108,P01,P01,10
2024,P11,P203500001,xxx,P108,P01,P01,39
2024,P11,P203510001,xxx,P108,P01,P01,1
2024,P11,P203600001,xxx,P108,P01,P01,1
2024,P11,P203680001,xxx,P108,P01,P01,2
2024,P11,P203690001,xxx,P108,P01,P01,1
2024,P11,P203750001,xxx,P108,P01,P01,35
2024,P11,P203850001,xxx,P108,P01,P01,304
2024,P11,P203870001,xxx,P108,P01,P01,3
2024,P11,P203930001,xxx,P108,P01,P01,2
2024,P11,P203900001,xxx,P108,P01,P01,104
2024,P11,P203990001,xxx,P108,P01,P01,157
2024,P11,P204030001,xxx,P108,P01,P01,15
2024,P11,P204110001,xxx,P108,P01,P01,1
2024,P11,P204130001,xxx,P108,P01,P01,215
2024,P11,P204210001,xxx,P108,P01,P01,12
2024,P11,P204410001,xxx,P108,P01,P01,11
2024,P11,P204090001,xxx,P108,P01,P01,38
2024,P11,P204520001,xxx,P108,P01,P01,3
2024,P11,P204750001,xxx,P108,P01,P01,3
2024,P11,P200660001,xxx,P108,P01,P01,58
2024,P11,P204830001,xxx,P108,P01,P01,24
2024,P11,P205050001,xxx,P108,P01,P01,50
2024,P11,P205150001,xxx,P108,P01,P01,204
2024,P11,P205190001,xxx,P108,P01,P01,9
2024,P11,P205250001,xxx,P108,P01,P01,38
2024,P11,P205310001,xxx,P108,P01,P01,5
2024,P11,P205390001,xxx,P108,P01,P01,30
2024,P11,P205460001,xxx,P108,P01,P01,21
2024,P11,P205510001,xxx,P108,P01,P01,73
2024,P11,P205530001,xxx,P108,P01,P01,58
2024,P11,P205550001,xxx,P108,P01,P01,7
2024,P11,P205570001,xxx,P108,P01,P01,78
2024,P11,P205600001,xxx,P108,P01,P01,1
2024,P11,P203380001,xxx,P108,P01,P01,38
2024,P11,P205650001,xxx,P108,P01,P01,213
2024,P11,P205700001,xxx,P108,P01,P01,39
2024,P11,P201740001,xxx,P108,P01,P01,18
2024,P11,P210010001,xxx,P108,P01,P01,27
2024,P11,P210100001,xxx,P108,P01,P01,25
2024,P11,P210130001,xxx,P108,P01,P01,9
2024,P11,P210150001,xxx,P108,P01,P01,234
2024,P11,P210190001,xxx,P108,P01,P01,170
2024,P11,P210220001,xxx,P108,P01,P01,9
2024,P11,P210260001,xxx,P108,P01,P01,82
2024,P11,P210480001,xxx,P108,P01,P01,91
2024,P11,P210530001,xxx,P108,P01,P01,6
2024,P11,P210340001,xxx,P108,P01,P01,96
2024,P11,P210400001,xxx,P108,P01,P01,5
2024,P11,P210410001,xxx,P108,P01,P01,231
2024,P11,P210430001,xxx,P108,P01,P01,26
2024,P11,P210600001,xxx,P108,P01,P01,7
2024,P11,P210570001,xxx,P108,P01,P01,469
2024,P11,P210690001,xxx,P108,P01,P01,1
2024,P11,P210740001,xxx,P108,P01,P01,350
2024,P11,P210860001,xxx,P108,P01,P01,11
2024,P11,P210900001,xxx,P108,P01,P01,142
2024,P11,P211020001,xxx,P108,P01,P01,19
2024,P11,P211040001,xxx,P108,P01,P01,1
2024,P11,P211060001,xxx,P108,P01,P01,58
2024,P11,P211140001,xxx,P108,P01,P01,1903
2024,P11,P211190001,xxx,P108,P01,P01,173
2024,P11,P211220001,xxx,P108,P01,P01,152
2024,P11,P211250001,xxx,P108,P01,P01,9
2024,P11,P211260001,xxx,P108,P01,P01,126
2024,P11,P211320001,xxx,P108,P01,P01,693
2024,P11,P211340001,xxx,P108,P01,P01,32
2024,P11,P211360001,xxx,P108,P01,P01,44
2024,P11,P211380001,xxx,P108,P01,P01,1
2024,P11,P211400001,xxx,P108,P01,P01,287
2024,P11,P211420001,xxx,P108,P01,P01,7
2024,P11,P211430001,xxx,P108,P01,P01,76
2024,P11,P211480001,xxx,P108,P01,P01,56
2024,P11,P211490001,xxx,P108,P01,P01,13
2024,P11,P211560001,xxx,P108,P01,P01,333
2024,P11,P211610001,xxx,P108,P01,P01,4
2024,P11,P211630001,xxx,P108,P01,P01,10
2024,P11,P211750001,xxx,P108,P01,P01,14
2024,P11,P211800001,xxx,P108,P01,P01,259
2024,P11,P211810001,xxx,P108,P01,P01,56
2024,P11,P211880001,xxx,P108,P01,P01,15
2024,P11,P211940001,xxx,P108,P01,P01,241
2024,P11,P220010001,xxx,P108,P01,P01,26
2024,P11,P220040001,xxx,P108,P01,P01,341
2024,P11,P220050001,xxx,P108,P01,P01,88
2024,P11,P220060001,xxx,P108,P01,P01,204
2024,P11,P220110001,xxx,P108,P01,P01,648
2024,P11,P220070001,xxx,P108,P01,P01,64
2024,P11,P220080001,xxx,P108,P01,P01,138
2024,P11,P220120001,xxx,P108,P01,P01,180
2024,P11,P220140001,xxx,P108,P01,P01,1102
2024,P11,P220150001,xxx,P108,P01,P01,1
2024,P11,P220160001,xxx,P108,P01,P01,1109
2024,P11,P220170001,xxx,P108,P01,P01,354
2024,P11,P230050001,xxx,P108,P01,P01,4275
2024,P11,P230010001,xxx,P108,P01,P01,122
2024,P11,P230030001,xxx,P108,P01,P01,141
2024,P11,P230070001,xxx,P108,P01,P01,6
2024,P11,P230040001,xxx,P108,P01,P01,1625
2024,P11,P230080001,xxx,P108,P01,P01,4358
2024,P11,P230090001,xxx,P108,P01,P01,578
2024,P11,P240040001,xxx,P108,P01,P01,5
2024,P11,P240070001,xxx,P108,P01,P01,2
2024,P11,P240090001,xxx,P108,P01,P01,54
2024,P11,P240210001,xxx,P108,P01,P01,589
2024,P11,P240280001,xxx,P108,P01,P01,2279
2024,P11,P240350001,xxx,P108,P01,P01,942
2024,P11,P240500001,xxx,P108,P01,P01,3
2024,P11,P240540001,xxx,P108,P01,P01,1
2024,P11,P240550001,xxx,P108,P01,P01,9
2024,P11,P250010001,xxx,P108,P01,P01,375
2024,P11,P250060001,xxx,P108,P01,P01,3766
2024,P11,P250100001,xxx,P108,P01,P01,71
2024,P11,P250110001,xxx,P108,P01,P01,36
2024,P11,P250120001,xxx,P108,P01,P01,1245
2024,P11,P250130001,xxx,P108,P01,P01,15
2024,P11,P250180001,xxx,P108,P01,P01,258
2024,P11,P250150001,xxx,P108,P01,P01,13
2024,P11,P250170001,xxx,P108,P01,P01,20
2024,P11,P260710001,xxx,P108,P01,P01,1
2024,P11,P260120001,xxx,P108,P01,P01,36
2024,P11,P260180001,xxx,P108,P01,P01,422
2024,P11,P260200001,xxx,P108,P01,P01,1
2024,P11,P260250001,xxx,P108,P01,P01,228
2024,P11,P260260001,xxx,P108,P01,P01,103
2024,P11,P260290001,xxx,P108,P01,P01,1054
2024,P11,P260300001,xxx,P108,P01,P01,1137
2024,P11,P260330001,xxx,P108,P01,P01,42
2024,P11,P260420001,xxx,P108,P01,P01,126
2024,P11,P260480001,xxx,P108,P01,P01,4
2024,P11,P260500001,xxx,P108,P01,P01,2
2024,P11,P260720001,xxx,P108,P01,P01,8
2024,P11,P270030001,xxx,P108,P01,P01,2
2024,P11,P270040001,xxx,P108,P01,P01,4422
2024,P11,P270050001,xxx,P108,P01,P01,5
2024,P11,P270060001,xxx,P108,P01,P01,44
2024,P11,P270020001,xxx,P108,P01,P01,308
2024,P11,P270080001,xxx,P108,P01,P01,1586
2024,P11,P270090001,xxx,P108,P01,P01,4
2024,P11,P270100001,xxx,P108,P01,P01,27
2024,P11,P270120001,xxx,P108,P01,P01,347
2024,P11,P270130001,xxx,P108,P01,P01,767
2024,P11,P280010001,xxx,P108,P01,P01,66
2024,P11,P280020001,xxx,P108,P01,P01,99
2024,P11,P280030001,xxx,P108,P01,P01,561
2024,P11,P280080001,xxx,P108,P01,P01,1
2024,P11,P280090001,xxx,P108,P01,P01,400
2024,P11,P280210001,xxx,P108,P01,P01,114
2024,P11,P280120001,xxx,P108,P01,P01,227
2024,P11,P280110001,xxx,P108,P01,P01,13
2024,P11,P280160001,xxx,P108,P01,P01,32
2024,P11,P280180001,xxx,P108,P01,P01,3
2024,P11,P280190001,xxx,P108,P01,P01,32
2024,P11,P280200001,xxx,P108,P01,P01,8
2024,P11,P280300001,xxx,P108,P01,P01,108
2024,P11,P280370001,xxx,P108,P01,P01,12
2024,P11,P280380001,xxx,P108,P01,P01,414
2024,P11,P280410001,xxx,P108,P01,P01,84
2024,P11,P280420001,xxx,P108,P01,P01,6
2024,P11,P280430001,xxx,P108,P01,P01,23
2024,P11,P290030001,xxx,P108,P01,P01,1
2024,P11,P290040001,xxx,P108,P01,P01,12
2024,P11,P290060001,xxx,P108,P01,P01,7
2024,P11,P290080001,xxx,P108,P01,P01,5
2024,P11,P290120001,xxx,P108,P01,P01,14
2024,P11,P290130001,xxx,P108,P01,P01,27
2024,P11,P290140001,xxx,P108,P01,P01,21
2024,P11,P290150001,xxx,P108,P01,P01,42
2024,P11,P290160001,xxx,P108,P01,P01,11
2024,P11,P290110001,xxx,P108,P01,P01,28
2024,P11,P290230001,xxx,P108,P01,P01,49
2024,P11,P290410001,xxx,P108,P01,P01,22
2024,P11,P290550001,xxx,P108,P01,P01,26
2024,P11,P290250001,xxx,P108,P01,P01,59
2024,P11,P290200001,xxx,P108,P01,P01,20
2024,P11,P290580001,xxx,P108,P01,P01,2
2024,P11,P290270001,xxx,P108,P01,P01,16
2024,P11,P290190001,xxx,P108,P01,P01,13
2024,P11,P290310001,xxx,P108,P01,P01,3
2024,P11,P290320001,xxx,P108,P01,P01,1
2024,P11,P290340001,xxx,P108,P01,P01,106
2024,P11,P290400001,xxx,P108,P01,P01,114
2024,P11,P290420001,xxx,P108,P01,P01,3
2024,P11,P300010001,xxx,P108,P01,P01,10
2024,P11,P300030001,xxx,P108,P01,P01,98
2024,P11,P300040001,xxx,P108,P01,P01,12
2024,P11,P300050001,xxx,P108,P01,P01,1
2024,P11,P302040001,xxx,P108,P01,P01,7
2024,P11,P300110001,xxx,P108,P01,P01,101
2024,P11,P300140001,xxx,P108,P01,P01,41
2024,P11,P300150001,xxx,P108,P01,P01,14
2024,P11,P300260001,xxx,P108,P01,P01,65
2024,P11,P300280001,xxx,P108,P01,P01,453
2024,P11,P300070001,xxx,P108,P01,P01,219
2024,P11,P300310001,xxx,P108,P01,P01,9
2024,P11,P300320001,xxx,P108,P01,P01,457
2024,P11,P300330001,xxx,P108,P01,P01,40
2024,P11,P300340001,xxx,P108,P01,P01,646
2024,P11,P300580001,xxx,P108,P01,P01,1
2024,P11,P300590001,xxx,P108,P01,P01,53
2024,P11,P300640001,xxx,P108,P01,P01,2
2024,P11,P300380001,xxx,P108,P01,P01,121
2024,P11,P300390001,xxx,P108,P01,P01,425
2024,P11,P300400001,xxx,P108,P01,P01,80
2024,P11,P300460001,xxx,P108,P01,P01,12
2024,P11,P300480001,xxx,P108,P01,P01,476
2024,P11,P300490001,xxx,P108,P01,P01,296
2024,P11,P300510001,xxx,P108,P01,P01,113
2024,P11,P300440001,xxx,P108,P01,P01,241
2024,P11,P302050001,xxx,P108,P01,P01,1
2024,P11,P300650001,xxx,P108,P01,P01,103
2024,P11,P300660001,xxx,P108,P01,P01,12
2024,P11,P300680001,xxx,P108,P01,P01,23
2024,P11,P300690001,xxx,P108,P01,P01,186
2024,P11,P300730001,xxx,P108,P01,P01,51
2024,P11,P300740001,xxx,P108,P01,P01,7
2024,P11,P300750001,xxx,P108,P01,P01,15
2024,P11,P300810001,xxx,P108,P01,P01,16
2024,P11,P300820001,xxx,P108,P01,P01,18
2024,P11,P300850001,xxx,P108,P01,P01,48
2024,P11,P300900001,xxx,P108,P01,P01,156
2024,P11,P300930001,xxx,P108,P01,P01,37
2024,P11,P300160001,xxx,P108,P01,P01,138
2024,P11,P300610001,xxx,P108,P01,P01,6
2024,P11,P300970001,xxx,P108,P01,P01,13
2024,P11,P301000001,xxx,P108,P01,P01,112
2024,P11,P301010001,xxx,P108,P01,P01,3
2024,P11,P301030001,xxx,P108,P01,P01,30
2024,P11,P301040001,xxx,P108,P01,P01,4
2024,P11,P301080001,xxx,P108,P01,P01,816
2024,P11,P301090001,xxx,P108,P01,P01,22
2024,P11,P301110001,xxx,P108,P01,P01,8
2024,P11,P302060001,xxx,P108,P01,P01,2
2024,P11,P301120001,xxx,P108,P01,P01,20
2024,P11,P301150001,xxx,P108,P01,P01,10
2024,P11,P301160001,xxx,P108,P01,P01,1
2024,P11,P301170001,xxx,P108,P01,P01,7
2024,P11,P301180001,xxx,P108,P01,P01,117
2024,P11,P301200001,xxx,P108,P01,P01,5
2024,P11,P301210001,xxx,P108,P01,P01,8
2024,P11,P301220001,xxx,P108,P01,P01,11
2024,P11,P301240001,xxx,P108,P01,P01,1064
2024,P11,P301260001,xxx,P108,P01,P01,66
2024,P11,P301250001,xxx,P108,P01,P01,93
2024,P11,P301290001,xxx,P108,P01,P01,444
2024,P11,P301310001,xxx,P108,P01,P01,242
2024,P11,P301330001,xxx,P108,P01,P01,144
2024,P11,P301340001,xxx,P108,P01,P01,183
2024,P11,P301230001,xxx,P108,P01,P01,514
2024,P11,P301350001,xxx,P108,P01,P01,31
2024,P11,P301380001,xxx,P108,P01,P01,3
2024,P11,P301390001,xxx,P108,P01,P01,86
2024,P11,P301410001,xxx,P108,P01,P01,506
2024,P11,P301420001,xxx,P108,P01,P01,1
2024,P11,P301430001,xxx,P108,P01,P01,382
2024,P11,P301440001,xxx,P108,P01,P01,2
2024,P11,P301450001,xxx,P108,P01,P01,6
2024,P11,P301480001,xxx,P108,P01,P01,71
2024,P11,P301490001,xxx,P108,P01,P01,178
2024,P11,P301520001,xxx,P108,P01,P01,5
2024,P11,P301530001,xxx,P108,P01,P01,4
2024,P11,P301550001,xxx,P108,P01,P01,1136
2024,P11,P302090001,xxx,P108,P01,P01,7
2024,P11,P301640001,xxx,P108,P01,P01,31
2024,P11,P301670001,xxx,P108,P01,P01,324
2024,P11,P301750001,xxx,P108,P01,P01,950
2024,P11,P301780001,xxx,P108,P01,P01,113
2024,P11,P301810001,xxx,P108,P01,P01,59
2024,P11,P301820001,xxx,P108,P01,P01,3
2024,P11,P300240001,xxx,P108,P01,P01,22
2024,P11,P301890001,xxx,P108,P01,P01,181
2024,P11,P301930001,xxx,P108,P01,P01,2873
2024,P11,P300870001,xxx,P108,P01,P01,374
2024,P11,P301970001,xxx,P108,P01,P01,3
2024,P11,P301990001,xxx,P108,P01,P01,69
2024,P11,P301600001,xxx,P108,P01,P01,5
2024,P11,P310020001,xxx,P108,P01,P01,10
2024,P11,P310040001,xxx,P108,P01,P01,4
2024,P11,P310050001,xxx,P108,P01,P01,1
2024,P11,P310060001,xxx,P108,P01,P01,2
2024,P11,P310070001,xxx,P108,P01,P01,1
2024,P11,P310080001,xxx,P108,P01,P01,38
2024,P11,P310160001,xxx,P108,P01,P01,24
2024,P11,P310190001,xxx,P108,P01,P01,36
2024,P11,P310210001,xxx,P108,P01,P01,6
2024,P11,P310230001,xxx,P108,P01,P01,6
2024,P11,P310130001,xxx,P108,P01,P01,33
2024,P11,P310140001,xxx,P108,P01,P01,3
2024,P11,P310150001,xxx,P108,P01,P01,1
2024,P11,P310260001,xxx,P108,P01,P01,1
2024,P11,P310300001,xxx,P108,P01,P01,39
2024,P11,P310310001,xxx,P108,P01,P01,1
2024,P11,P310320001,xxx,P108,P01,P01,93
2024,P11,P310360001,xxx,P108,P01,P01,2
2024,P11,P310400001,xxx,P108,P01,P01,4
2024,P11,P310410001,xxx,P108,P01,P01,785
2024,P11,P310430001,xxx,P108,P01,P01,14
2024,P11,P310440001,xxx,P108,P01,P01,2
2024,P11,P310450001,xxx,P108,P01,P01,22
2024,P11,P310480001,xxx,P108,P01,P01,22
2024,P11,P310490001,xxx,P108,P01,P01,6
2024,P11,P310520001,xxx,P108,P01,P01,33
2024,P11,P310540001,xxx,P108,P01,P01,5
2024,P11,P310500001,xxx,P108,P01,P01,2784
2024,P11,P310570001,xxx,P108,P01,P01,3
2024,P11,P310580001,xxx,P108,P01,P01,110
2024,P11,P310590001,xxx,P108,P01,P01,322
2024,P11,P310670001,xxx,P108,P01,P01,8
2024,P11,P310700001,xxx,P108,P01,P01,47
2024,P11,P310710001,xxx,P108,P01,P01,1
2024,P11,P310730001,xxx,P108,P01,P01,3
2024,P11,P310740001,xxx,P108,P01,P01,4
2024,P11,P310750001,xxx,P108,P01,P01,3
2024,P11,P310760001,xxx,P108,P01,P01,1
2024,P11,P310770001,xxx,P108,P01,P01,1
2024,P11,P310780001,xxx,P108,P01,P01,4
2024,P11,P310790001,xxx,P108,P01,P01,3
2024,P11,P310850001,xxx,P108,P01,P01,73
2024,P11,P310860001,xxx,P108,P01,P01,1
2024,P11,P310880001,xxx,P108,P01,P01,7
2024,P11,P310900001,xxx,P108,P01,P01,1
2024,P11,P310910001,xxx,P108,P01,P01,16
2024,P11,P310920001,xxx,P108,P01,P01,3
2024,P11,P310930001,xxx,P108,P01,P01,66
2024,P11,P310940001,xxx,P108,P01,P01,8
2024,P11,P310950001,xxx,P108,P01,P01,36
2024,P11,P310960001,xxx,P108,P01,P01,243
2024,P11,P310970001,xxx,P108,P01,P01,4
2024,P11,P310980001,xxx,P108,P01,P01,53
2024,P11,P310990001,xxx,P108,P01,P01,9
2024,P11,P311000001,xxx,P108,P01,P01,2
2024,P11,P311010001,xxx,P108,P01,P01,191
2024,P11,P311020001,xxx,P108,P01,P01,63
2024,P11,P311040001,xxx,P108,P01,P01,43
2024,P11,P311050001,xxx,P108,P01,P01,2
2024,P11,P320100001,xxx,P108,P01,P01,3
2024,P11,P320200001,xxx,P108,P01,P01,2
2024,P11,P320520001,xxx,P108,P01,P01,1
2024,P11,P320510001,xxx,P108,P01,P01,1
2024,P11,P320560001,xxx,P108,P01,P01,2
