C601,C602,C101,C102,C106,R004-0301,R004-0302
2024,P01,P206,P01,P02,0,0
2024,P02,P206,P01,P02,0,0
2024,P03,P206,P01,P02,0,0
2024,P04,P206,P01,P02,0,0
2024,P05,P206,P01,P02,0,0
2024,P06,P206,P01,P02,0,0
2024,P07,P206,P01,P02,0,0
2024,P08,P206,P01,P02,0,0
2024,P09,P206,P01,P02,0,0
2024,P10,P206,P01,P02,0,0
2024,P11,P206,P01,P02,0,0
2024,P12,P206,P01,P02,0,0
