C601,C602,C101,C102,C103,R004-0101
2024,P01,P206,P01,P01,"23,936"
2024,P02,P206,P01,P01,"27,996"
2024,P03,P206,P01,P01,"31,576"
2024,P04,P206,P01,P01,"37,151"
2024,P05,P206,P01,P01,"36,534"
2024,P06,P206,P01,P01,"36,473"
2024,P07,P206,P01,P01,"35,748"
2024,P08,P206,P01,P01,"39,014"
2024,P09,P206,P01,P01,"41,675"
2024,P10,P206,P01,P01,"51,030"
2024,P11,P206,P01,P01,"59,726"
2024,P12,P206,P01,P01,"71,753"
