C601,C602,C101,R002-0501
2024,P01,P114,1773
2024,P02,P114,1791
2024,P03,P114,1770
2024,P04,P114,1760
2024,P05,P114,1800
2024,P06,P114,1770
2024,P07,P114,1690
2024,P08,P114,1750
2024,P09,P114,1740
2024,P10,P114,1720
2024,P11,P114,1750
2024,P12,P114,1730
,,,
2024,P01,P108 ,1220
2024,P02,P108,1250
2024,P03,P108,1295
2024,P04,P108,1330
2024,P05,P108,1325
2024,P06,P108,1350
2024,P07,P108,1360
2024,P08,P108,1400
2024,P09,P108,1450
2024,P10,P108,1460
2024,P11,P108,1489
2024,P12,P108,1490
