C601,C003,R027-0201,R027-0202,R027-0203,R027-0204,R027-0205
2024,P141050001,SI,NA,NA,NA,NA
2024,P160080001,SI,NA,NA,NA,NA
2024,P160080139,SI,NA,NA,NA,NA
