C601,C602,R002-0301,R002-0302
2024,P01,"-$64,004.33","-$64,004.33"
2024,P02,"-$208,264.00","-$208,264.00"
2024,P03,"-$115,725.09","-$115,725.09"
2024,P04,"$55,579.20","$55,579.20"
2024,P05,"-$243,262.14","-$243,262.14"
2024,P06,"-$517,808.41","-$517,808.41"
2024,P07,"$109,287.99","$109,287.99"
2024,P08,"$5,114.94","$5,114.94"
2024,P09,"-$210,708.71","-$210,708.71"
2024,P10,"-$162,716.00","-$162,716.00"
2024,P11,"$24,387.70","$24,387.70"
2024,P12,"-$345,593.89","-$345,593.89"
