C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2024,P01,1800956.9,115.7,393090.42,NA,NA,NA,NA,460726.72,1679084.91
2024,P02,1796663.8,115.42,392153.38,NA,NA,NA,NA,459628.45,1675082.33
2024,P03,1792370.69,115.15,391216.33,NA,NA,NA,NA,458530.17,1671079.74
2024,P04,1788077.59,114.87,390279.29,NA,NA,NA,NA,457431.9,1667077.16
2024,P05,1790224.14,115.01,390747.81,NA,NA,NA,NA,457981.04,1669078.45
2024,P06,1783784.49,114.59,389342.24,NA,NA,NA,NA,456333.62,1663074.57
2024,P07,1781637.93,114.46,388873.72,NA,NA,NA,NA,455784.48,1661073.28
2024,P08,1788077.59,114.87,390279.29,NA,NA,NA,NA,457431.9,1667077.16
2024,P09,1783784.49,114.59,389342.24,NA,NA,NA,NA,456333.62,1663074.57
2024,P10,1790224.14,115.01,390747.81,NA,NA,NA,NA,457981.04,1669078.45
2024,P11,1788077.59,114.87,390279.29,NA,NA,NA,NA,457431.9,1667077.16
2024,P12,1781637.93,114.46,388873.72,NA,NA,NA,NA,455784.48,1661073.28
