C601,C602,R002-0201,R002-0202,R002-0203,R002-0204,R002-0205,R002-0206,R002-0207,R002-0208
2024,P01,475073.58,NA,NA,NA,100887.23,598452.14,NA,2979976.25
2024,P02,473941.11,NA,NA,NA,100646.74,597025.55,NA,2972872.62
2024,P03,472808.63,NA,NA,NA,100406.25,595598.97,NA,2965768.98
2024,P04,471676.15,NA,NA,NA,100165.75,594172.38,NA,2958665.34
2024,P05,472242.39,NA,NA,NA,100286,594885.67,NA,2962217.16
2024,P06,470543.68,NA,NA,NA,99925.26,592745.8,NA,2951561.7
2024,P07,469977.44,NA,NA,NA,99805.01,592032.51,NA,2948009.88
2024,P08,471676.15,NA,NA,NA,100165.75,594172.38,NA,2958665.34
2024,P09,470543.68,NA,NA,NA,99925.26,592745.8,NA,2951561.7
2024,P10,472242.39,NA,NA,NA,100286,594885.67,NA,2962217.16
2024,P11,471676.15,NA,NA,NA,100165.75,594172.38,NA,2958665.34
2024,P12,469977.44,NA,NA,NA,99805.01,592032.51,NA,2948009.88
