C601,R027-0101,R027-0102,R027-0103,R027-0104,R027-0105,R027-0106
2024," 5,094,667,541 "," 8,228,688 "," 2,863,049,468 "," 1,155,070,631 "," (11,925,902,600)",NA
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
