C601,C003,R027-0501,R027-0502,R027-0503,R027-0504,R027-0505,R027-0506
2024,P020010001,NO,NO,SI,SI,SI,SI
2024,P020010029,NO,NO,NO,NO,NO,NO
2024,P020010035,NO,NO,NO,NO,NO,NO
2024,P020010037,NO,NO,NO,NO,NO,NO
2024,P020010051,NO,NO,NO,NO,NO,NO
2024,P020010053,NO,NO,SI,SI,NO,NO
2024,P020010056,NO,NO,SI,SI,NO,NO
2024,P020010059,NO,NO,NO,NO,NO,NO
2024,P020010063,SI,SI,NO,NO,NO,NO
2024,P020010070,NO,NO,NO,NO,NO,NO
2024,P020010071,SI,SI,SI,SI,SI,SI
2024,P020010074,NO,NO,NO,NO,NO,NO
2024,P020010081,SI,SI,SI,SI,SI,SI
2024,P020010082,NO,NO,NO,NO,NO,NO
2024,P020010083,NO,NO,NO,NO,NO,NO
2024,P020010095,NO,NO,SI,SI,SI,SI
2024,P020010099,NO,NO,NO,NO,NO,NO
2024,P020010100,NO,NO,NO,NO,NO,NO
2024,P020010111,NO,NO,SI,SI,NO,NO
2024,P020010114,NO,NO,SI,SI,SI,SI
2024,P020010118,NO,NO,SI,SI,SI,SI
2024,P020010121,NO,NO,NO,NO,NO,NO
2024,P020010123,NO,NO,SI,SI,NO,NO
2024,P020010124,SI,SI,NO,NO,NO,NO
2024,P020010127,NO,NO,NO,NO,NO,NO
2024,P020010132,NO,NO,SI,SI,SI,SI
2024,P020010135,NO,NO,SI,SI,NO,NO
2024,P020010139,NO,NO,SI,SI,SI,SI
2024,P020010144,NO,NO,NO,NO,NO,NO
2024,P020010148,NO,NO,NO,NO,NO,NO
2024,P020010149,NO,NO,SI,SI,SI,SI
2024,P020010150,NO,NO,NO,NO,NO,NO
2024,P020010151,NO,NO,SI,SI,SI,SI
2024,P020010155,NO,NO,SI,SI,SI,SI
2024,P020010171,NO,NO,SI,SI,SI,SI
2024,P020010174,NO,NO,NO,NO,NO,NO
2024,P020010177,NO,NO,NO,NO,NO,NO
2024,P020010178,NO,NO,SI,SI,SI,SI
2024,P020010182,NO,NO,NO,NO,NO,NO
2024,P020010184,NO,NO,SI,SI,SI,SI
2024,P020010186,NO,NO,SI,SI,SI,SI
2024,P020010187,NO,NO,NO,NO,NO,NO
2024,P020010188,NO,NO,NO,NO,NO,NO
2024,P020010190,SI,SI,NO,NO,NO,NO
2024,P020010191,NO,NO,NO,NO,NO,NO
2024,P020010192,NO,NO,SI,SI,SI,SI
2024,P020010194,NO,NO,NO,NO,NO,NO
2024,P020010195,NO,NO,SI,SI,SI,SI
2024,P020010197,NO,NO,NO,NO,NO,NO
2024,P020010203,NO,NO,NO,NO,NO,NO
2024,P020010212,NO,NO,SI,SI,SI,SI
2024,P020010215,NO,NO,NO,NO,NO,NO
2024,P020010217,NO,NO,SI,SI,NO,NO
2024,P020010219,NO,NO,NO,NO,NO,NO
2024,P020010225,NO,NO,SI,SI,SI,SI
2024,P020010230,NO,NO,SI,SI,NO,NO
2024,P020010235,NO,NO,NO,NO,NO,NO
2024,P020010242,NO,NO,SI,SI,SI,SI
2024,P020010243,SI,SI,SI,SI,SI,SI
2024,P020010246,NO,NO,NO,NO,NO,NO
2024,P020010247,NO,NO,SI,SI,SI,SI
2024,P020010254,NO,NO,NO,NO,NO,NO
2024,P020010257,NO,NO,NO,NO,NO,NO
2024,P020010260,NO,NO,NO,NO,NO,NO
2024,P020010261,NO,NO,SI,SI,SI,SI
2024,P020010265,NO,NO,SI,SI,NO,NO
2024,P020010271,SI,SI,SI,SI,SI,SI
2024,P020010272,NO,NO,SI,SI,SI,SI
2024,ZZZ,NO,NO,NO,NO,NO,NO
2024,ZZZ,NO,NO,NO,NO,NO,NO
2024,P020010281,NO,NO,SI,SI,SI,SI
2024,P020010282,NO,NO,NO,NO,NO,NO
2024,P020010289,NO,NO,NO,NO,NO,NO
2024,P020010290,NO,NO,NO,NO,NO,NO
2024,P020010291,NO,NO,NO,NO,NO,NO
2024,P020010293,NO,NO,SI,SI,SI,SI
2024,P020010296,NO,NO,NO,NO,NO,NO
2024,P020010302,NO,NO,NO,NO,NO,NO
2024,P020010315,NO,NO,NO,NO,NO,NO
2024,P020010316,NO,NO,NO,NO,NO,NO
2024,P020010318,NO,NO,SI,SI,SI,SI
2024,P020010322,NO,NO,NO,NO,NO,NO
2024,P020010327,NO,NO,SI,SI,SI,SI
2024,P020010329,SI,SI,SI,SI,SI,SI
2024,P020010331,NO,NO,NO,NO,NO,NO
2024,P020010332,SI,SI,NO,NO,NO,NO
2024,P020010333,SI,SI,NO,NO,NO,NO
2024,P020010335,NO,NO,NO,NO,NO,NO
2024,P020010336,NO,NO,SI,SI,SI,SI
2024,P020010347,NO,NO,NO,NO,NO,NO
2024,P020010351,NO,NO,SI,SI,NO,NO
2024,P020010352,NO,NO,NO,NO,NO,NO
2024,P020010353,NO,NO,SI,SI,SI,SI
2024,P020010354,NO,NO,SI,SI,SI,SI
2024,P020010355,NO,NO,NO,NO,NO,NO
2024,P020010357,NO,NO,NO,NO,NO,NO
2024,P020010359,NO,NO,NO,NO,NO,NO
