C601,C003,R027-0301,R027-0302,R027-0303,R027-0304,R027-0305,R027-0306
2023,P250010001,NA,NA,172,NA,NA,16
2023,P260180001,NA,NA,48,NA,NA,0
2023,P250060001,NA,NA,90,NA,NA,0
2023,P250090001,NA,NA,10,NA,NA,0
2023,P250110001,NA,NA,25,NA,NA,0
2023,P260290001,NA,NA,28,NA,NA,0
2023,P260330221,NA,NA,18,NA,NA,38
2023,P250120001,NA,NA,116,NA,NA,0
2023,P260420001,NA,NA,48,NA,NA,0
2023,P260510001,NA,NA,24,NA,NA,133
2023,P250020151,NA,NA,0,NA,NA,0
2023,P250020162,NA,NA,0,NA,NA,0
2023,P250020043,NA,NA,0,NA,NA,0
2023,P250020088,NA,NA,0,NA,NA,0
2023,P250020080,NA,NA,0,NA,NA,0
2023,P250020111,NA,NA,0,NA,NA,0
2023,P250020041,NA,NA,0,NA,NA,0
2023,P250020037,NA,NA,0,NA,NA,0
2023,P250020007,NA,NA,0,NA,NA,0
2023,P250020106,NA,NA,0,NA,NA,0
2023,P250020028,NA,NA,0,NA,NA,0
2023,P250020095,NA,NA,0,NA,NA,0
2023,P250020012,NA,NA,5,NA,NA,0
2023,P250020245,NA,NA,0,NA,NA,0
2023,P250020101,NA,NA,0,NA,NA,0
2023,P250020195,NA,NA,0,NA,NA,0
2023,P250020086,NA,NA,0,NA,NA,0
2023,P250020181,NA,NA,0,NA,NA,0
2023,P250020090,NA,NA,0,NA,NA,0
2023,P250020069,NA,NA,0,NA,NA,0
2023,P250020135,NA,NA,0,NA,NA,0
2023,P250020126,NA,NA,0,NA,NA,0
2023,P250020188,NA,NA,0,NA,NA,0
2023,P250020030,NA,NA,0,NA,NA,0
2023,P250020040,NA,NA,0,NA,NA,0
2023,P250020097,NA,NA,0,NA,NA,0
2023,P250020117,NA,NA,0,NA,NA,0
2023,P250020114,NA,NA,0,NA,NA,0
2023,P250020054,NA,NA,0,NA,NA,0
2023,P250020058,NA,NA,5,NA,NA,0
2023,P250020093,NA,NA,0,NA,NA,0
2023,P250020056,NA,NA,0,NA,NA,0
2023,P250020221,NA,NA,0,NA,NA,0
2023,P250020084,NA,NA,0,NA,NA,0
2023,P250020072,NA,NA,0,NA,NA,0
2023,P250130181,NA,NA,0,NA,NA,0
2023,P250130719,NA,NA,0,NA,NA,0
2023,P250180523,NA,NA,0,NA,NA,0
2023,P250130256,NA,NA,0,NA,NA,0
2023,P250020033,NA,NA,0,NA,NA,0
2023,P250130360,NA,NA,0,NA,NA,0
2023,P250180524,NA,NA,0,NA,NA,0
2023,P250180076,NA,NA,0,NA,NA,0
2023,P250130276,NA,NA,0,NA,NA,0
2023,P250180065,NA,NA,0,NA,NA,0
2023,P250130282,NA,NA,0,NA,NA,0
2023,P250130629,NA,NA,0,NA,NA,0
2023,P250060746,NA,NA,0,NA,NA,0
2023,P250180570,NA,NA,0,NA,NA,0
2023,P250180220,NA,NA,0,NA,NA,0
2023,P250180091,NA,NA,0,NA,NA,0
2023,P250180023,NA,NA,0,NA,NA,0
2023,P250130235,NA,NA,0,NA,NA,0
2023,P250061061,NA,NA,0,NA,NA,0
2023,P250180474,NA,NA,0,NA,NA,0
2023,P250060443,NA,NA,0,NA,NA,0
2023,P250010068,NA,NA,0,NA,NA,0
2023,P250010070,NA,NA,0,NA,NA,0
2023,P250010801,NA,NA,0,NA,NA,0
2023,P250010080,NA,NA,0,NA,NA,0
2023,P250010447,NA,NA,0,NA,NA,0
2023,P250010082,NA,NA,24,NA,NA,5
2023,P250010407,NA,NA,0,NA,NA,0
2023,P250010081,NA,NA,0,NA,NA,0
2023,P250010802,NA,NA,0,NA,NA,0
2023,P250010115,NA,NA,0,NA,NA,0
2023,P250010530,NA,NA,0,NA,NA,0
2023,P250010285,NA,NA,0,NA,NA,0
2023,P250010160,NA,NA,8,NA,NA,0
2023,P250010120,NA,NA,0,NA,NA,0
2023,P250010703,NA,NA,0,NA,NA,0
2023,P250010088,NA,NA,8,NA,NA,0
2023,P250010132,NA,NA,0,NA,NA,0
2023,P250010205,NA,NA,0,NA,NA,0
2023,P250010095,NA,NA,2,NA,NA,0
2023,P250010156,NA,NA,0,NA,NA,0
2023,P250010832,NA,NA,0,NA,NA,0
2023,P250010119,NA,NA,16,NA,NA,5
2023,P250100625,NA,NA,8,NA,NA,0
2023,P250010231,NA,NA,2,NA,NA,0
2023,P250010186,NA,NA,16,NA,NA,0
2023,P250010138,NA,NA,0,NA,NA,0
2023,P250010142,NA,NA,1,NA,NA,0
