C601,C602,R002-0301,R002-0302
2024,P01,"35,000.00","35,000.00"
2024,P02,"39,000.00","39,000.00"
2024,P03,"38,000.00","38,000.00"
2024,P04,"40,000.00","40,000.00"
2024,P05,"45,000.00","45,000.00"
2024,P06,"40,000.00","40,000.00"
2024,P07,"45,000.00","45,000.00"
2024,P08,"41,000.00","41,000.00"
2024,P09,"52,000.00","52,000.00"
2024,P10,"56,000.00","56,000.00"
2024,P11,"60,000.00","60,000.00"
2024,P12,"70,000.00","70,000.00"
