C601,C003,R027-0401,R027-0402,R027-0403,R027-0404
2024,P240530001,NA,NA,400,NA
2024,P240180004,NA,NA,200,NA
2024,P240530031,NA,NA,200,NA
2024,P240530041,NA,NA,200,NA
2024,P240570001,NA,NA,205,NA
2024,P240540001,NA,NA,300,NA
