C601,C602,R001-0701,R001-0702,R001-0703,R001-0704,R001-0705,R001-0706,R001-0707,R001-0708,R001-0709,R001-0710,R001-0711,R001-0712
2024,P07,254201.44,NA,-225712.27,NA,NA,NA,NA,NA,NA,NA,3850579.58,-910784.88
2024,P08,6840248.12,NA,3029106.39,NA,NA,NA,NA,NA,NA,NA,719674.49,550321.15
2024,P09,843182.24,NA,2575915.76,NA,NA,NA,NA,NA,NA,NA,811900.72,357533.19
