C601,C602,R002-0201,R002-0202,R002-0203,R002-0204,R002-0205,R002-0206,R002-0207,R002-0208
2024,P01,0,NA,451687,NA,0,214387,NA,397837
2024,P02,0,NA,456268,NA,0,264507,NA,347883
2024,P03,0,NA,456434,NA,0,256885,NA,514155
2024,P04,0,NA,509772,NA,0,280311,NA,204432
2024,P05,0,NA,458534,NA,0,293655,NA,284497
2024,P06,0,NA,477475,NA,0,316946,NA,232604
2024,P07,0,NA,505370,NA,0,248615,NA,337791
2024,P08,0,NA,507164,NA,0,376016,NA,326661
2024,P09,0,NA,511259,NA,0,259344,NA,297167
2024,P10,0,NA,516447,NA,0,322496,NA,333314
2024,P11,0,NA,523620,NA,0,309782,NA,388056
2024,P12,0,NA,522279,NA,0,408092,NA,367326
