C601,C003,R027-0301,R027-0302,R027-0303,R027-0304,R027-0305,R027-0306
2024,P110460012,NA,NA,NA,,335,NA
2024,P160160001,NA,NA,NA,,550,NA
2024,P160370001,NA,NA,NA,,321,NA
2024,P160160006,NA,NA,NA,89,NA,NA
2024,P160370014,NA,NA,NA,NA,85,NA
2024,P160160029,NA,NA,NA,NA,101,NA
2024,P160160010,NA,NA,NA,97,NA,NA
2024,P161070007,NA,NA,NA,323,NA,NA
2024,P160370002,NA,NA,NA,54,NA,NA
2024,P160370012,NA,NA,NA,67,NA,NA
2024,P160370018,NA,NA,NA,64,NA,NA
2024,P160160034,NA,NA,NA,156,NA,NA
2024,P160160033,NA,NA,NA,182,NA,NA
2024,P160160024,NA,NA,NA,95,NA,NA
2024,P160160019,NA,NA,NA,69,NA,NA
2024,P160160014,NA,NA,NA,56,NA,NA
2024,P160160004,NA,NA,NA,109,NA,NA
2024,P160160003,NA,NA,NA,121,NA,NA
2024,P161070020,NA,NA,NA,NA,249,NA
2024,P161070025,NA,NA,NA,NA,337,NA
2024,P160160011,NA,NA,NA,NA,223,NA
2024,P161070004,NA,NA,NA,NA,141,NA
2024,P161070019,NA,NA,NA,NA,211,NA
2024,P160340122,NA,NA,NA,421,NA,NA
2024,P160340130,NA,NA,NA,387,NA,NA
2024,P160340133,NA,NA,NA,422,NA,NA
2024,P160540001,NA,NA,NA,481,NA,NA
