C601,C003,R027-0501,R027-0502,R027-0503,R027-0504,R027-0505,R027-0506
2024,P110460012,NA,NA,NA,NA,NA,NA
2024,P160160001,NA,NA,NA,NA,NA,NA
2024,P160370001,NA,NA,NA,NA,NA,NA
2024,P160160006,NA,NA,NA,NA,NA,NA
2024,P160370014,NA,NA,NA,NA,NA,NA
2024,P160160029,NA,NA,NA,NA,NA,NA
2024,P160160010,NA,NA,NA,NA,NA,NA
2024,P161070007,NA,NA,NA,NA,NA,NA
2024,P160370002,NA,NA,NA,NA,NA,NA
2024,P160370012,NA,NA,NA,NA,NA,NA
2024,P160370018,NA,NA,NA,NA,NA,NA
2024,P160160034,NA,NA,NA,NA,NA,NA
2024,P160160033,NA,NA,NA,NA,NA,NA
2024,P160160024,NA,NA,NA,NA,NA,NA
2024,P160160019,NA,NA,NA,NA,NA,NA
2024,P160160014,NA,NA,NA,NA,NA,NA
2024,P160160004,NA,NA,NA,NA,NA,NA
2024,P160160003,NA,NA,NA,NA,NA,NA
2024,P161070020,NA,NA,NA,NA,NA,NA
2024,P161070025,NA,NA,NA,NA,NA,NA
2024,P160160011,NA,NA,NA,NA,NA,NA
2024,P161070004,NA,NA,NA,NA,NA,NA
2024,P161070019,NA,NA,NA,NA,NA,NA
2024,P160340122,NA,NA,NA,NA,NA,NA
2024,P160340130,NA,NA,NA,NA,NA,NA
2024,P160340133,NA,NA,NA,NA,NA,NA
2024,P160540001,NA,NA,NA,NA,NA,NA
