C601,C602,R001-0201,R001-0202,R001-0203,R001-0204,R001-0205,R001-0206,R001-0207,R001-0208
2024,P04,NA,NA,31434190.33,NA,NA,2652627.66,NA,5690994.53
2024,P05,NA,NA,31434190.33,NA,NA,2652627.66,NA,5690994.53
2024,P06,NA,NA,31434190.33,NA,NA,2652627.66,NA,5690994.53
