C601,C602,R001-0101,R001-0102,R001-0103,R001-0104,R001-0105,R001-0106,R001-0107,R001-0108,R001-0109
2024,P04,NA,NA,NA,5883595.19,NA,NA,57711316.34,NA,NA
2024,P05,NA,NA,NA,8030134.10,NA,NA,6177936.40,NA,NA
2024,P06,NA,NA,NA,7333262.53,NA,NA,18854952.38,NA,NA
