C601,C602,R001-0701,R001-0702,R001-0703,R001-0704,R001-0705,R001-0706,R001-0707,R001-0708,R001-0709,R001-0710,R001-0711,R001-0712
2023,P04,0,NA,4165239.21,NA,NA,NA,NA,NA,NA,NA,646828.28,466481.51
2023,P05,0,NA,5808533.80,NA,NA,NA,NA,NA,NA,NA,487256.40,931552.22
2023,P06,80514.00,NA,4557631.73,NA,NA,NA,NA,NA,NA,NA,816703.53,248752.84
