C601,C602,R001-0101,R001-0102,R001-0103,R001-0104,R001-0105,R001-0106,R001-0107,R001-0108,R001-0109
2023,P04,NA,NA,NA,5278549,NA,NA,26341536.96,NA,NA
2023,P05,NA,NA,NA,7227342.42,NA,NA,5633944.54,NA,NA
2023,P06,NA,NA,NA,5623088.1,NA,NA,2540553.88,NA,NA
