C601,C602,R001-0201,R001-0202,R001-0203,R001-0204,R001-0205,R001-0206,R001-0207,R001-0208
2023,P04,NA,NA,13873057.62,NA,NA,1353130.69,NA,746608.77
2023,P05,NA,NA,13873057.62,NA,NA,1353131.69,NA,746609.77
2023,P06,NA,NA,13873057.62,NA,NA,1353132.69,NA,746610.77
